"scenario_id","rep_id","TT","n1","mean_count","zero_prop","dynamic_lambda_in_truth","lambda_sampled_in_fit","gamma_fixed_in_fit","gamma_truth_mean","gamma_fixed_mean","lambda_truth_min","lambda_truth_max","beta0_true","beta0_mean","beta0_sd","beta0_q025","beta0_q50","beta0_q975","beta0_bias","beta0_covered","beta1_true","beta1_mean","beta1_sd","beta1_q025","beta1_q50","beta1_q975","beta1_bias","beta1_covered","beta2_true","beta2_mean","beta2_sd","beta2_q025","beta2_q50","beta2_q975","beta2_bias","beta2_covered","phi_rmse","phi_cor","phi_mean_bias","r_true_mean","r_mean","r_bias","r_q025_mean","r_q50_mean","r_q975_mean","tau_phi_mean","loglik_mean","loglik_nb_mean","phi_accept_rate","r_accept_rate_mean","beta_mean_n_reject","elapsed_sec","lambda_rmse","lambda_mae","lambda_coverage_95","log_lambda_rmse","log_lambda_mae","log_lambda_coverage_95","cor_lambda","cor_log_lambda","rmse_delta_log_lambda","mae_delta_log_lambda","cor_delta_log_lambda","lambda_truth_min","lambda_truth_max","lambda_post_mean_min","lambda_post_mean_max"
"S2_DYNAMIC_FIXED_GAMMA_T100",11,100,9,202.09,0,TRUE,TRUE,TRUE,0.8,0.8,0.787981182766052,1.21979827329653,-1.46082883975833,-1.47107953507081,0.00903173110030325,-1.48870793259161,-1.47105630901746,-1.45346444360971,-0.0102506953124797,1,0.5,0.491256824906546,0.010171164680377,0.470703723472291,0.49133878557662,0.510760069825547,-0.00874317509345446,1,-0.4,-0.401030821523697,0.00966640947335821,-0.420000293317574,-0.400966007634563,-0.382243608549359,-0.00103082152369699,1,0.0180438776187175,0.997072110240595,1.33380960597328e-16,15,16.4284684355267,1.42846843552673,11.7108048219988,16.2534312888426,22.189880457693,5.62534713467445,-3516.34911412191,-4572.41688437297,0.229525,0.302841666666667,14.513775,1510.23999999929,0.0385284457269277,0.0302979592017303,0.99,0.0383785799533562,0.0302026548513401,0.99,0.816553319151315,0.817177989967219,0.0189259974503092,0.0143339485784133,0.25203030915867,0.787981182766052,1.21979827329653,0.879441195294969,1.14578887499252
"S2_DYNAMIC_FIXED_GAMMA_T100",12,100,9,228.074444444444,0,TRUE,TRUE,TRUE,0.8,0.8,0.832220064060255,1.18981785751518,-1.54000554509491,-1.53127490060454,0.00914041486088444,-1.54896850278154,-1.53133119758515,-1.51381208785011,0.00873064449036409,1,0.5,0.492244001212835,0.0101341351747275,0.47196832610134,0.492192431885164,0.511586251871344,-0.0077559987871651,1,-0.4,-0.408218853616115,0.00959513861146246,-0.427010011573374,-0.408334989830758,-0.389155480171916,-0.00821885361611463,1,0.0196122126310678,0.999021280988461,2.52691386333955e-16,15,15.4455923355908,0.445592335590842,11.1161737074757,15.2909932053689,20.6916238839799,1.76259448199702,-3569.03332281543,-4695.15942776879,0.26265,0.304033333333333,14.529,342.702999999747,0.0455690471810469,0.0355141986813579,0.933333333333333,0.045135797438734,0.0353513329592789,0.933333333333333,0.658485166783336,0.665367140360003,0.0181477206583928,0.0138413633611246,0.0728579961710547,0.832220064060255,1.18981785751518,0.860093113233995,1.10412678768667
"S2_DYNAMIC_FIXED_GAMMA_T100",13,100,9,196.535555555556,0,TRUE,TRUE,TRUE,0.8,0.8,0.715009747783493,1.43439611206275,-1.45678056652174,-1.45306336028288,0.00932282936189464,-1.47096490287482,-1.4530551646812,-1.43528639742271,0.00371720623886329,1,0.5,0.510351055003326,0.0104344297934401,0.489510706719505,0.510350408920695,0.531148829825508,0.0103510550033257,1,-0.4,-0.38553390323265,0.0101211303514493,-0.405404930769622,-0.385379303336022,-0.365778202728543,0.0144660967673501,1,0.0157362639030557,0.999215573080381,-6.74614685102092e-17,15,15.4841860698841,0.484186069884057,10.983061389952,15.3143534825189,20.9743072785306,2.07102885102049,-3470.97107136889,-4514.79740853506,0.2594,0.301877777777778,14.5412,505.429999999702,0.0487691346007661,0.0359518806543994,0.944444444444444,0.0491935717958201,0.0361240308422617,0.944444444444444,0.865325860927751,0.855473429177022,0.0211278992104859,0.0157337736065011,0.26038976263121,0.715009747783493,1.43439611206275,0.770786741190196,1.33958707316083
"S2_DYNAMIC_FIXED_GAMMA_T100",14,100,9,228.855555555556,0,TRUE,TRUE,TRUE,0.8,0.8,0.823726855889369,1.22754361720226,-1.59786012831472,-1.59388458910474,0.00895614037031111,-1.6116808835575,-1.5938883153077,-1.57584671123676,0.00397553920997917,1,0.5,0.508986719280721,0.00954429387759041,0.490521585323076,0.508852356736905,0.527985071486753,0.00898671928072081,1,-0.4,-0.402059446548837,0.0090345314625206,-0.419864744874172,-0.402051023517452,-0.384732560780554,-0.00205944654883666,1,0.0229265827062683,0.997761275033008,2.23586581348122e-17,15,16.6607269040976,1.66072690409755,11.8520982330136,16.4790671712582,22.5280100724451,2.29752467721632,-3549.11911438018,-4625.27018682307,0.253425,0.298377777777778,14.5931,504.957999999635,0.0379016980987952,0.0292385429234633,0.978888888888889,0.037900192538298,0.0292172817828539,0.978888888888889,0.712375160456415,0.714015634280825,0.0182693733867856,0.0136753732320487,0.158029057791911,0.823726855889369,1.22754361720226,0.891441942610518,1.14909396684975
"S2_DYNAMIC_FIXED_GAMMA_T100",15,100,9,216.956666666667,0,TRUE,TRUE,TRUE,0.8,0.8,0.727857750401355,1.33672673594383,-1.47860563894211,-1.47133633906998,0.00933255107739013,-1.48956171687414,-1.47135058096438,-1.45337033193987,0.00726929987212555,1,0.5,0.508266579359492,0.00935724137604207,0.490083761551919,0.508078161894438,0.526812427072692,0.00826657935949215,1,-0.4,-0.403053223705611,0.00956207343158817,-0.421824538630497,-0.403187036057082,-0.383845598000967,-0.00305322370561117,1,0.0233097044235697,0.998826573588687,2.35922392732846e-16,15,16.3413400726496,1.34134007264959,11.6338894405553,16.1556407710916,22.0087855611861,1.01606149606674,-3562.24132498165,-4659.97640723445,0.2647,0.307730555555556,14.558625,509.029000000097,0.0477351337668551,0.0386368831025534,0.916666666666667,0.0474547437142931,0.0386153905836512,0.916666666666667,0.911693570921008,0.913821062331315,0.0183004028978057,0.0134392632829167,0.212721493375697,0.727857750401355,1.33672673594383,0.808559094021676,1.23928299355358
"S2_DYNAMIC_FIXED_GAMMA_T100",16,100,9,199.4,0,TRUE,TRUE,TRUE,0.8,0.8,0.793380694363827,1.25642432410104,-1.42601383331857,-1.41468282695795,0.00922170497301418,-1.4321658167027,-1.41474267630768,-1.39673190754181,0.0113310063606218,1,0.5,0.511329865824792,0.00998451686610207,0.492004607958397,0.511315349315463,0.530922202345746,0.0113298658247922,1,-0.4,-0.393928802266583,0.0092273726069722,-0.411757175232282,-0.394056441828674,-0.375320025357757,0.00607119773341724,1,0.0399330795766906,0.993026338971818,-5.55111512312578e-17,15,16.2413749740413,1.24137497404127,11.4769207726651,16.0492676164368,22.0817289462365,2.16422954208158,-3506.95304890278,-4559.01651372536,0.274975,0.306863888888889,14.490375,506.490999999456,0.0483023604077714,0.0372287824723796,0.953333333333333,0.0477252985552566,0.0370491703343003,0.953333333333333,0.739770407273046,0.742677382851747,0.0197088710926445,0.0150782178500161,0.18008790751513,0.793380694363827,1.25642432410104,0.816836541914639,1.15281683679378
"S2_DYNAMIC_FIXED_GAMMA_T100",17,100,9,173.68,0,TRUE,TRUE,TRUE,0.8,0.8,0.70122192451184,1.4494184280606,-1.73274692242974,-1.74286383996204,0.00918634610040124,-1.76079601222594,-1.7428361211526,-1.72516811362127,-0.010116917532295,1,0.5,0.510345487309467,0.0100072029674113,0.491158359276405,0.510083459977474,0.529864600492595,0.0103454873094667,1,-0.4,-0.397591339401121,0.00981345915051214,-0.417018059234757,-0.397766042357984,-0.377892740744909,0.00240866059887934,1,0.0219561526219659,0.999120659168733,7.32438800967985e-17,15,14.7305063588034,-0.269493641196632,10.5154339630449,14.5654489668939,19.8508717576912,1.33425493973618,-3461.87421543647,-4508.66449175426,0.240575,0.306841666666667,14.4516,506.035000000149,0.0556995733330548,0.0437570743733951,0.89,0.0554808659847538,0.0438627365744648,0.89,0.850116740618924,0.847767067138935,0.0214619497853044,0.0157573830643699,0.143785164317264,0.70122192451184,1.4494184280606,0.827722833707405,1.19937760701571
"S2_DYNAMIC_FIXED_GAMMA_T100",18,100,9,232.615555555556,0,TRUE,TRUE,TRUE,0.8,0.8,0.827658788216116,1.2087814830121,-1.46984395968342,-1.48657483936418,0.00914396143801455,-1.50400559621639,-1.48672431854792,-1.46866568912953,-0.0167308796807615,1,0.5,0.503878985139538,0.0102248243898593,0.483643841227801,0.503969552005738,0.523572918356261,0.00387898513953799,1,-0.4,-0.394057807997344,0.00959759651627723,-0.412645754604375,-0.394280991190758,-0.375200386157502,0.00594219200265561,1,0.0176500144303594,0.993452632350362,-5.78241158658936e-17,15,15.4013063873785,0.401306387378478,11.0653401062032,15.2476939785014,20.5781935301375,9.25484332342978,-3609.88653688939,-4773.15343808799,0.260225,0.308672222222222,14.489,505.98900000006,0.034415687263022,0.0273244694839682,0.998888888888889,0.0343792112402926,0.0273261473550177,0.998888888888889,0.774919925061588,0.777997152560238,0.0176713197446335,0.01310003606482,0.179492471801186,0.827658788216116,1.2087814830121,0.848633907717433,1.1113356451719
"S2_DYNAMIC_FIXED_GAMMA_T100",19,100,9,122.27,0,TRUE,TRUE,TRUE,0.8,0.8,0.751117483327103,1.42131247907287,-1.6457324988502,-1.65350629092153,0.0093689273793874,-1.67135449587368,-1.65376433743909,-1.63489574374011,-0.00777379207133455,1,0.5,0.506509661807105,0.0102771779115341,0.485326861619693,0.506684074931927,0.526540453445715,0.00650966180710455,1,-0.4,-0.413979735254724,0.00994793360556607,-0.433204214302721,-0.413831933017354,-0.394865292321346,-0.013979735254724,1,0.0298857299829227,0.996537450476839,-1.56896101049458e-16,15,15.3241557063095,0.324155706309494,10.7995218228259,15.1462206589646,21.0215198974447,2.20723151398844,-3308.70486049308,-4210.40929813139,0.2664,0.306994444444444,14.46575,508.578999999911,0.0559813899677616,0.0434618836637596,0.954444444444444,0.0546304286285343,0.0429682910269465,0.954444444444444,0.773939433569684,0.768139110103842,0.0228066324590823,0.0176570878850711,0.188919803224472,0.751117483327103,1.42131247907287,0.787716426327713,1.24097606142007
"S2_DYNAMIC_FIXED_GAMMA_T100",20,100,9,149.482222222222,0,TRUE,TRUE,TRUE,0.8,0.8,0.748164498973869,1.32456430666866,-1.39437501026065,-1.40350785818478,0.00990573305560733,-1.42278920006169,-1.40358587959115,-1.38360614202986,-0.00913284792412394,1,0.5,0.515830949745028,0.0108641850462916,0.49468297910054,0.516048557296096,0.536824580703497,0.015830949745028,1,-0.4,-0.411885969744527,0.0102481800368803,-0.431848623017969,-0.411884465364259,-0.392268674187796,-0.0118859697445266,1,0.0313970610577679,0.995853061878354,1.21816137424149e-16,15,14.8258907621839,-0.174109237816097,10.3744570470226,14.6280627728884,20.3293898796509,3.07954936898515,-3380.15696808412,-4362.54199497445,0.2343,0.3026,14.44815,1240.19600000046,0.0481871987983604,0.0384029172629749,0.971111111111111,0.047790316886177,0.0381877911978589,0.971111111111111,0.78934982405722,0.787350233204318,0.0233753611036528,0.0176434715926012,0.219709421224153,0.748164498973869,1.32456430666866,0.823469022312954,1.28681753497166
