"scenario","rep","parameter","truth","post_mean","bias","rmse_component","q025","q975","cover"
"S2","rep19","beta0",-1.6457324988502,-1.65350629092153,-0.00777379207133455,6.04318431683439e-05,-1.67135449587368,-1.63489574374011,1
"S2","rep19","beta1",0.5,0.506509661807105,0.00650966180710455,4.23756968428757e-05,0.485326861619693,0.526540453445715,1
"S2","rep19","beta2",-0.4,-0.413979735254724,-0.013979735254724,0.000195432997792172,-0.433204214302721,-0.394865292321346,1
"S2","rep19","r_mean",15,15.3241557063095,0.324155706309499,0.10507692193301,13.6788857759325,17.1100638997856,1
"S2","rep19","phi_vector",NA,NA,-1.56896101049458e-16,0.000893156856612167,NA,NA,0.888888888888889
"S2","rep19","log_lambda_vector",NA,NA,1.55431223447522e-17,0.00298448373213738,NA,NA,0.954444444444444
"S2","rep19","log_kappa_vector",NA,NA,0.00351072151600208,0.013608631170342,NA,NA,0.947777777777778
"S2","rep20","beta0",-1.39437501026065,-1.40350785818478,-0.00913284792412394,8.3408911205175e-05,-1.42278920006169,-1.38360614202986,1
"S2","rep20","beta1",0.5,0.515830949745028,0.015830949745028,0.000250618969829601,0.49468297910054,0.536824580703497,1
"S2","rep20","beta2",-0.4,-0.411885969744527,-0.0118859697445266,0.000141276276767802,-0.431848623017969,-0.392268674187796,1
"S2","rep20","r_mean",15,14.8258907621839,-0.174109237816104,0.0303140266929047,13.2007671705887,16.6080382266042,1
"S2","rep20","phi_vector",NA,NA,1.21816137424149e-16,0.000985775443065206,NA,NA,1
"S2","rep20","log_lambda_vector",NA,NA,-3.9428337138424e-17,0.00228391438808121,NA,NA,0.971111111111111
"S2","rep20","log_kappa_vector",NA,NA,0.00852432912109118,0.0124352638070862,NA,NA,0.961111111111111
"S3","rep01","beta0",-1.55101809603453,-1.55446031530182,-0.00344221926729094,1.18488734841089e-05,-1.57285762371165,-1.53531414546089,1
"S3","rep01","beta1",0.5,0.48804818462293,-0.01195181537707,0.000142845890807566,0.467105456263109,0.508747540134271,1
"S3","rep01","beta2",-0.4,-0.397121106276563,0.00287889372343653,8.28802907084223e-06,-0.416804485653328,-0.377878949715547,1
"S3","rep01","r_mean",15,15.4382626273851,0.438262627385088,0.19207413056248,13.8105043799121,17.2610543026008,1
"S3","rep01","gamma_common",0.8,0.765047877376571,-0.0349521226234291,0.00122165087588322,0.689535252022578,0.826153711380865,1
"S3","rep01","phi_vector",NA,NA,-3.81639164714898e-17,0.000631908897949631,NA,NA,0.888888888888889
"S3","rep01","log_lambda_vector",NA,NA,3.25790706141089e-17,0.00326347317764232,NA,NA,0.941111111111111
"S3","rep01","log_kappa_vector",NA,NA,0.00449306906450562,0.0126871519962441,NA,NA,0.93
"S3","rep02","beta0",-1.52214568450129,-1.52406298898646,-0.00191730448517502,3.67605648887225e-06,-1.54168139898649,-1.50651610826534,1
"S3","rep02","beta1",0.5,0.487064955506452,-0.0129350444935478,0.00016731537605006,0.468549436585449,0.505928287175487,1
"S3","rep02","beta2",-0.4,-0.416288524009095,-0.0162885240090947,0.000265316014394854,-0.434564591273414,-0.39800744029966,1
"S3","rep02","r_mean",15,16.4143257508446,1.41432575084465,2.00031732950227,14.6523254697542,18.2610646659565,1
"S3","rep02","gamma_common",0.8,0.872122834130554,0.0721228341305535,0.00520170320302334,0.772972187828578,0.942893730250827,1
"S3","rep02","phi_vector",NA,NA,-7.786980936607e-17,0.000445210111835215,NA,NA,1
"S3","rep02","log_lambda_vector",NA,NA,-2.75551186806271e-17,0.00196963123131944,NA,NA,0.868888888888889
"S3","rep02","log_kappa_vector",NA,NA,0.0039093206960805,0.0103290290114402,NA,NA,0.934444444444444
"S3","rep03","beta0",-1.40397869793906,-1.40067502287606,0.00330367506300022,1.09142689218895e-05,-1.41895973553734,-1.38275541687377,1
"S3","rep03","beta1",0.5,0.502041726410007,0.00204172641000677,4.16864673331914e-06,0.482551789567083,0.522710411797402,1
"S3","rep03","beta2",-0.4,-0.409995584940911,-0.00999558494091085,9.99117183109638e-05,-0.428963823689832,-0.391497872312654,1
"S3","rep03","r_mean",15,14.7683564056896,-0.231643594310356,0.0536587547850206,13.2370246464544,16.3651785963466,1
"S3","rep03","gamma_common",0.8,0.854311934185213,0.0543119341852134,0.00294978619493895,0.764955960434706,0.920938594964573,1
"S3","rep03","phi_vector",NA,NA,2.13563734598034e-16,0.000844656744984212,NA,NA,0.888888888888889
"S3","rep03","log_lambda_vector",NA,NA,-4.62862772801189e-17,0.00172501437972862,NA,NA,0.938888888888889
"S3","rep03","log_kappa_vector",NA,NA,-0.00753341632627745,0.00865316541842653,NA,NA,0.952222222222222
"S3","rep04","beta0",-1.59011227919885,-1.59476419690342,-0.00465191770456919,2.16403383300842e-05,-1.61267562850835,-1.57549092394503,1
"S3","rep04","beta1",0.5,0.505671544822105,0.00567154482210486,3.21664206691444e-05,0.485285025855383,0.52572979835424,1
"S3","rep04","beta2",-0.4,-0.412124607499994,-0.0121246074999936,0.0001470061070289,-0.431601651579566,-0.39285994073313,1
"S3","rep04","r_mean",15,15.4536082477062,0.453608247706244,0.205760442387129,13.7949617604333,17.2983594396008,1
"S3","rep04","gamma_common",0.8,0.804017641478168,0.00401764147816841,1.61414430470992e-05,0.747379984502629,0.859168779877936,1
"S3","rep04","phi_vector",NA,NA,8.17247504237963e-17,0.000767321742064278,NA,NA,0.888888888888889
"S3","rep04","log_lambda_vector",NA,NA,7.83516769982858e-18,0.00226279584509458,NA,NA,0.947777777777778
"S3","rep04","log_kappa_vector",NA,NA,0.00799526177125457,0.0123257050117767,NA,NA,0.946666666666667
"S3","rep05","beta0",-1.53963015075169,-1.52784886705661,0.0117812836950799,0.000138798645503956,-1.5459157090998,-1.5098951825546,1
"S3","rep05","beta1",0.5,0.4890490548502,-0.0109509451497998,0.000119923199673923,0.469227604074193,0.50794071472605,1
"S3","rep05","beta2",-0.4,-0.399167345415889,0.00083265458411097,6.93313656441012e-07,-0.418278929702841,-0.380129028085704,1
"S3","rep05","r_mean",15,15.4164617825889,0.416461782588874,0.173440416357102,13.7719823873924,17.2348930825027,1
"S3","rep05","gamma_common",0.8,0.833599869619663,0.033599869619663,0.00112895123845835,0.717477296707172,0.908227274621874,1
"S3","rep05","phi_vector",NA,NA,-6.63049861928913e-17,0.000608906527260352,NA,NA,1
"S3","rep05","log_lambda_vector",NA,NA,-9.86575790198588e-18,0.00224123521352783,NA,NA,0.917777777777778
"S3","rep05","log_kappa_vector",NA,NA,-0.00986084776746398,0.00849674656001838,NA,NA,0.958888888888889
"S3","rep06","beta0",-1.44814607902023,-1.45992955235613,-0.0117834733358997,0.000138850243857859,-1.47697078260656,-1.44157239695421,1
"S3","rep06","beta1",0.5,0.504422997127827,0.00442299712782745,1.95629035927699e-05,0.483295228382834,0.52501801406099,1
"S3","rep06","beta2",-0.4,-0.400141093947052,-0.000141093947051973,1.99075018947051e-08,-0.419045153367438,-0.381671532137126,1
"S3","rep06","r_mean",15,15.3240218090655,0.324021809065549,0.104990132750111,13.7590100634645,17.0239518854634,1
"S3","rep06","gamma_common",0.8,0.708905030803209,-0.0910949691967906,0.00829829341296423,0.628547335851624,0.785167210732711,0
"S3","rep06","phi_vector",NA,NA,2.4825820411757e-16,0.00053140622218987,NA,NA,1
"S3","rep06","log_lambda_vector",NA,NA,-2.84494650060196e-17,0.00199479919339275,NA,NA,0.983333333333333
"S3","rep06","log_kappa_vector",NA,NA,0.01088864529934,0.0099542405443096,NA,NA,0.958888888888889
"S3","rep07","beta0",-1.48655364988887,-1.47786817805541,0.00868547183346058,7.54374209698371e-05,-1.49673382106381,-1.45945340093736,1
"S3","rep07","beta1",0.5,0.499209453592749,-0.000790546407251458,6.24963622018188e-07,0.477907425507633,0.520958130449112,1
"S3","rep07","beta2",-0.4,-0.39137497990225,0.00862502009774974,7.43909716865869e-05,-0.410283375902612,-0.371806684294423,1
"S3","rep07","r_mean",15,14.9007647739436,-0.0992352260564164,0.00984763009046807,13.2718939696267,16.6692257313789,1
"S3","rep07","gamma_common",0.8,0.772145236044272,-0.0278547639557277,0.000775887875029308,0.70117866559655,0.830549938587462,1
"S3","rep07","phi_vector",NA,NA,-4.1500849824584e-16,0.000270263289244584,NA,NA,1
"S3","rep07","log_lambda_vector",NA,NA,-1.81953217924678e-18,0.00258552456361378,NA,NA,0.968888888888889
"S3","rep07","log_kappa_vector",NA,NA,-0.00803235083587479,0.0112500194901887,NA,NA,0.973333333333333
"S3","rep08","beta0",-1.5147890397372,-1.51283661292624,0.00195242681096364,3.81197045216964e-06,-1.53083506374754,-1.49491277348431,1
"S3","rep08","beta1",0.5,0.517360020893134,0.017360020893134,0.00030137032541005,0.496996881436243,0.53875112551954,1
"S3","rep08","beta2",-0.4,-0.396826740898306,0.00317325910169408,1.00695733264843e-05,-0.41523912425328,-0.378082849927525,1
"S3","rep08","r_mean",15,15.2865495507503,0.286549550750264,0.0821106450351781,13.6466913871627,17.0881501583886,1
"S3","rep08","gamma_common",0.8,0.765293912385917,-0.0347060876140832,0.00120451251747642,0.690294454618384,0.8306423762335,1
"S3","rep08","phi_vector",NA,NA,-1.88892111828586e-16,0.00048384227096673,NA,NA,1
"S3","rep08","log_lambda_vector",NA,NA,7.24728918852533e-18,0.0025857286300469,NA,NA,0.958888888888889
"S3","rep08","log_kappa_vector",NA,NA,-0.000733323531964018,0.0112669180589811,NA,NA,0.953333333333333
"S3","rep09","beta0",-1.65564478525192,-1.65713880480854,-0.00149401955661999,2.23209443556298e-06,-1.67530786689493,-1.63799184462171,1
"S3","rep09","beta1",0.5,0.489132829099428,-0.0108671709005716,0.00011809540338223,0.468491635162201,0.509601484594525,1
"S3","rep09","beta2",-0.4,-0.403492939748794,-0.00349293974879444,1.22006280887082e-05,-0.422846863494221,-0.384080806858306,1
"S3","rep09","r_mean",15,14.8522357882218,-0.147764211778162,0.0218342622824214,13.2083886322992,16.7179412286149,1
"S3","rep09","gamma_common",0.8,0.778609368191012,-0.0213906318089884,0.000457559129187705,0.701391934797066,0.845299668437119,1
"S3","rep09","phi_vector",NA,NA,-2.72737079834131e-16,0.000726947711561347,NA,NA,1
"S3","rep09","log_lambda_vector",NA,NA,2.94825892094903e-17,0.00221295129754618,NA,NA,0.97
"S3","rep09","log_kappa_vector",NA,NA,-0.000333375674227752,0.0127812307073829,NA,NA,0.952222222222222
"S3","rep10","beta0",-1.67500995209964,-1.66635239784762,0.00865755425201509,7.49532456265845e-05,-1.68518224260702,-1.64786774190767,1
"S3","rep10","beta1",0.5,0.532103929230968,0.0321039292309684,0.00103066227206703,0.512066026444113,0.552489261018918,0
"S3","rep10","beta2",-0.4,-0.394189156997662,0.00581084300233758,3.37658963978157e-05,-0.413411086173339,-0.375593759562351,1
"S3","rep10","r_mean",15,14.7560730703785,-0.243926929621454,0.0595003469945496,13.1339146351146,16.4205807854965,1
"S3","rep10","gamma_common",0.8,0.874941950996038,0.0749419509960378,0.00561629601909254,0.783327592233712,0.946934238632038,1
"S3","rep10","phi_vector",NA,NA,-9.25185853854297e-17,0.00208053545859466,NA,NA,0.777777777777778
"S3","rep10","log_lambda_vector",NA,NA,8.31125292045777e-18,0.00364442215776261,NA,NA,0.766666666666667
"S3","rep10","log_kappa_vector",NA,NA,-0.00109062234241868,0.0121054401262297,NA,NA,0.918888888888889
"S3","rep11","beta0",-1.46082883975833,-1.4707733882415,-0.00994454848316129,9.88940445339454e-05,-1.4882156596705,-1.45336565489248,1
"S3","rep11","beta1",0.5,0.489970579939425,-0.0100294200605754,0.000100589266751473,0.470186716935809,0.509505655646403,1
"S3","rep11","beta2",-0.4,-0.400167690895824,-0.000167690895824302,2.81202365423568e-08,-0.418379709739009,-0.381447362144072,1
"S3","rep11","r_mean",15,16.3034024935315,1.30340249353148,1.69885806014408,14.5706435550299,18.1573510981784,1
"S3","rep11","gamma_common",0.8,0.826833203443399,0.0268332034433986,0.000720020807034817,0.736476503365777,0.899798391645434,1
"S3","rep11","phi_vector",NA,NA,-1.28369537222284e-16,0.000300679389515822,NA,NA,1
"S3","rep11","log_lambda_vector",NA,NA,3.42627161210708e-17,0.00164683358549592,NA,NA,0.98
"S3","rep11","log_kappa_vector",NA,NA,0.0107703899595288,0.00990029687995408,NA,NA,0.954444444444444
"S3","rep12","beta0",-1.54000554509491,-1.53040897799946,0.00959656709544787,9.20941000174328e-05,-1.54775474457307,-1.51257489040716,1
"S3","rep12","beta1",0.5,0.489189041020071,-0.0108109589799287,0.0001168768340657,0.469810579271996,0.508742115430557,1
"S3","rep12","beta2",-0.4,-0.409181175081198,-0.00918117508119803,8.42939758716117e-05,-0.427956565885247,-0.391027134273981,1
"S3","rep12","r_mean",15,15.1562720833694,0.156272083369362,0.024420964040601,13.6552565596915,16.7378349641611,1
"S3","rep12","gamma_common",0.8,0.900055972002047,0.100055972002047,0.0100111975332745,0.804958729178363,0.979199047743683,0
"S3","rep12","phi_vector",NA,NA,1.40223480974792e-16,0.000397113054202527,NA,NA,1
"S3","rep12","log_lambda_vector",NA,NA,-4.31445003180721e-17,0.00231560786281679,NA,NA,0.793333333333333
"S3","rep12","log_kappa_vector",NA,NA,-0.0149156379067101,0.00878130518916792,NA,NA,0.935555555555556
"S3","rep13","beta0",-1.45678056652174,-1.45349020565924,0.00329036086249501,1.08264746054389e-05,-1.47181822000593,-1.43506879853988,1
"S3","rep13","beta1",0.5,0.510841341494552,0.0108413414945517,0.000117534685401489,0.489491617172932,0.531808107696284,1
"S3","rep13","beta2",-0.4,-0.385175340183851,0.0148246598161487,0.000219770538664535,-0.405311461407112,-0.366101394521486,1
"S3","rep13","r_mean",15,15.7349944804233,0.734994480423312,0.540216886252735,14.0368556655742,17.578204975973,1
"S3","rep13","gamma_common",0.8,0.75092001888363,-0.0490799811163702,0.00240884454638326,0.66780589081209,0.83604562436048,1
"S3","rep13","phi_vector",NA,NA,1.22972619741467e-16,0.000261141648408832,NA,NA,1
"S3","rep13","log_lambda_vector",NA,NA,3.80097188291807e-17,0.00244559269513323,NA,NA,0.97
"S3","rep13","log_kappa_vector",NA,NA,-0.00154866442421,0.0111211150169694,NA,NA,0.96
"S3","rep14","beta0",-1.59786012831472,-1.593745548681,0.00411457963371542,1.69297655621857e-05,-1.61161390125642,-1.57543478625114,1
"S3","rep14","beta1",0.5,0.509383983097724,0.00938398309772426,8.80591387783746e-05,0.491480939959549,0.527142427263369,1
"S3","rep14","beta2",-0.4,-0.402909345680211,-0.00290934568021117,8.46429228696341e-06,-0.420313971321938,-0.385118539298686,1
"S3","rep14","r_mean",15,16.4955567936799,1.4955567936799,2.2366901231221,14.7521925477328,18.3663986780768,1
"S3","rep14","gamma_common",0.8,0.860033899213674,0.0600338992136742,0.00360406905479759,0.797812422709824,0.927221206415436,1
"S3","rep14","phi_vector",NA,NA,2.2474306366544e-16,0.000513109311231615,NA,NA,1
"S3","rep14","log_lambda_vector",NA,NA,4.81713434573471e-17,0.00136309667754313,NA,NA,0.952222222222222
"S3","rep14","log_kappa_vector",NA,NA,-0.00531605939965519,0.00912769346375342,NA,NA,0.96
"S3","rep15","beta0",-1.47860563894211,-1.47104281133961,0.00756282760250193,5.71963613451651e-05,-1.48892450806128,-1.45338034772323,1
"S3","rep15","beta1",0.5,0.508362689635748,0.00836268963574849,6.99345779438552e-05,0.488960150401958,0.526973755207011,1
"S3","rep15","beta2",-0.4,-0.403568922750212,-0.00356892275021248,1.27372095969842e-05,-0.421875332637361,-0.384919160054134,1
"S3","rep15","r_mean",15,16.4435319600665,1.44353196006649,2.08378451973339,14.6944434033629,18.2866128518792,1
"S3","rep15","gamma_common",0.8,0.77794123532382,-0.0220587646761797,0.000486589099039075,0.712046635936064,0.847616655224809,1
"S3","rep15","phi_vector",NA,NA,2.31296463463574e-18,0.000547642027543574,NA,NA,1
"S3","rep15","log_lambda_vector",NA,NA,-3.72387306176355e-18,0.00217532397534877,NA,NA,0.952222222222222
"S3","rep15","log_kappa_vector",NA,NA,-0.0099813436163573,0.00969785127483915,NA,NA,0.947777777777778
"S3","rep16","beta0",-1.42601383331857,-1.41424001470626,0.0117738186123069,0.000138622804715504,-1.431868701826,-1.39704898039296,1
"S3","rep16","beta1",0.5,0.510970927492061,0.0109709274920609,0.000120361250036057,0.491708581440109,0.529819234145041,1
"S3","rep16","beta2",-0.4,-0.393849327660542,0.00615067233945754,3.78307702273681e-05,-0.412105391750233,-0.375056010289368,1
"S3","rep16","r_mean",15,16.1470577066786,1.1470577066786,1.31574138245077,14.3686505699322,18.1408151367463,1
"S3","rep16","gamma_common",0.8,0.826432461494281,0.0264324614942809,0.000698675020646643,0.760782388370575,0.887373020034274,1
"S3","rep16","phi_vector",NA,NA,-2.32838439886665e-16,0.00158534313786057,NA,NA,0.666666666666667
"S3","rep16","log_lambda_vector",NA,NA,2.726214316024e-17,0.00232121920053875,NA,NA,0.931111111111111
"S3","rep16","log_kappa_vector",NA,NA,-0.0101629938042516,0.0114504099825383,NA,NA,0.936666666666667
"S3","rep17","beta0",-1.73274692242974,-1.74290439169093,-0.0101574692611914,0.000103174181792049,-1.7614031507686,-1.72423094579005,1
"S3","rep17","beta1",0.5,0.510538415855454,0.0105384158554542,0.000111058208742489,0.490156446631634,0.530772092067312,1
"S3","rep17","beta2",-0.4,-0.397285708127722,0.00271429187227828,7.36738036791596e-06,-0.417134321750744,-0.377291525629769,1
"S3","rep17","r_mean",15,14.7407045887714,-0.259295411228635,0.0672341102842269,13.218454782874,16.421696853685,1
"S3","rep17","gamma_common",0.8,0.793523152496112,-0.00647684750388766,4.19495535886158e-05,0.720938272756086,0.861777256939838,1
"S3","rep17","phi_vector",NA,NA,3.62822233676871e-16,0.000512821948495537,NA,NA,1
"S3","rep17","log_lambda_vector",NA,NA,1.92669954065157e-17,0.00309138698629466,NA,NA,0.913333333333333
"S3","rep17","log_kappa_vector",NA,NA,0.00848440891342034,0.0100430433225959,NA,NA,0.961111111111111
"S3","rep18","beta0",-1.46984395968342,-1.48662713275449,-0.0167831730710664,0.000281674898333367,-1.50438301863019,-1.46886512652766,1
"S3","rep18","beta1",0.5,0.503021135921038,0.00302113592103792,9.12726225338564e-06,0.483081539537617,0.52259638391361,1
"S3","rep18","beta2",-0.4,-0.393744876316071,0.00625512368392855,3.91265723012439e-05,-0.412354265786561,-0.374359298386371,1
"S3","rep18","r_mean",15,15.3870138996542,0.387013899654205,0.149779758525555,13.8786415108478,17.0582009099785,1
"S3","rep18","gamma_common",0.8,0.811599534655057,0.0115995346550565,0.000134549204213856,0.73192332009895,0.890947797094585,1
"S3","rep18","phi_vector",NA,NA,1.13335267097151e-16,0.000323944759576178,NA,NA,1
"S3","rep18","log_lambda_vector",NA,NA,-1.26287869051112e-17,0.00115584466420264,NA,NA,0.997777777777778
"S3","rep18","log_kappa_vector",NA,NA,0.0105621776226807,0.00720918541350641,NA,NA,0.967777777777778
"S3","rep19","beta0",-1.6457324988502,-1.65310471931922,-0.00737222046902319,5.43496346438846e-05,-1.6716361592683,-1.63468411040631,1
"S3","rep19","beta1",0.5,0.504848605898734,0.00484860589873404,2.35089791612385e-05,0.484349230003535,0.524743003452994,1
"S3","rep19","beta2",-0.4,-0.414292039142451,-0.0142920391424505,0.000204262382849338,-0.434244490494744,-0.393912082989844,1
"S3","rep19","r_mean",15,15.1586578889639,0.158657888963871,0.0251723257304721,13.4774440936396,16.9253280149313,1
"S3","rep19","gamma_common",0.8,0.846256491423355,0.0462564914233546,0.00213966299879888,0.7639200369892,0.924282480363153,1
"S3","rep19","phi_vector",NA,NA,1.27791296063625e-16,0.000872446641857878,NA,NA,1
"S3","rep19","log_lambda_vector",NA,NA,1.63295303205283e-17,0.00313308483877765,NA,NA,0.903333333333333
"S3","rep19","log_kappa_vector",NA,NA,0.00318891415478503,0.0137411317912606,NA,NA,0.937777777777778
"S3","rep20","beta0",-1.39437501026065,-1.40326872447356,-0.0088937142129133,7.9098152500976e-05,-1.42143155760407,-1.38429142428372,1
"S3","rep20","beta1",0.5,0.515731290495528,0.0157312904955279,0.000247473500654687,0.495726818491063,0.535787771974466,1
"S3","rep20","beta2",-0.4,-0.411968978476521,-0.0119689784765212,0.000143256445771428,-0.432393897057583,-0.391659235332529,1
"S3","rep20","r_mean",15,14.7269277209975,-0.273072279002495,0.0745684695596164,13.1003379585028,16.5621581453752,1
"S3","rep20","gamma_common",0.8,0.832147507733812,0.0321475077338119,0.0010334622534955,0.751858795158632,0.90320233688892,1
"S3","rep20","phi_vector",NA,NA,4.31753398465339e-17,0.00100352458879219,NA,NA,1
"S3","rep20","log_lambda_vector",NA,NA,-3.72001812070582e-17,0.00215949702622661,NA,NA,0.946666666666667
"S3","rep20","log_kappa_vector",NA,NA,0.00838575824051621,0.0123805351804266,NA,NA,0.96
"S4A","rep01","beta0",-6.38511540131423,-7.77578176927209,-1.39066636795787,1.93395294696912,-8.23344836596614,-7.29547048291605,0
"S4A","rep01","beta1",0.5,0.519287437085508,0.0192874370855084,0.000372005229327445,0.451283854430984,0.587210260840624,1
"S4A","rep01","beta2",-0.4,-0.400562536168505,-0.000562536168505268,3.16446940876587e-07,-0.464002228219344,-0.336861108203252,1
"S4A","rep01","r_mean",15,14.4117056295512,-0.588294370448779,0.346090266301725,9.02708924138596,21.6666218680011,1
"S4A","rep01","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4A","rep01","phi_vector",NA,NA,5.42775700927854e-16,13.3073525001627,NA,NA,0.111111111111111
"S4A","rep01","log_lambda_vector",NA,NA,6.85968624096064e-05,14.8778497193241,NA,NA,0.923333333333333
"S4A","rep01","log_kappa_vector",NA,NA,-0.0403241700201381,0.0704769397277968,NA,NA,0.978888888888889
"S4A","rep02","beta0",-5.63506352666298,-5.71152027220363,-0.0764567455406553,0.00584563393866851,-5.7639766701245,-5.65945259598764,0
"S4A","rep02","beta1",0.5,0.455878209639341,-0.0441217903606592,0.00194673238462996,0.400416636103703,0.50952240616796,1
"S4A","rep02","beta2",-0.4,-0.369722218190925,0.0302777818090747,0.000916744071277935,-0.418409468826333,-0.321106329317031,1
"S4A","rep02","r_mean",15,17.8513452478809,2.85134524788086,8.13016972261277,12.0131265648568,25.4274818287128,1
"S4A","rep02","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4A","rep02","phi_vector",NA,NA,-1.35693925231964e-16,0.0134617658860631,NA,NA,0.888888888888889
"S4A","rep02","log_lambda_vector",NA,NA,2.19577442648087e-17,0.0305345960448362,NA,NA,0.987777777777778
"S4A","rep02","log_kappa_vector",NA,NA,-0.0058130387664323,0.0580313250978914,NA,NA,0.96
"S4A","rep03","beta0",-5.711673476828,-5.76828940152923,-0.0566159247012274,0.00320536292977506,-5.82363177662861,-5.71677593082786,0
"S4A","rep03","beta1",0.5,0.443775504269557,-0.056224495730443,0.00316119392014261,0.388880258397477,0.499503737270636,0
"S4A","rep03","beta2",-0.4,-0.362670533049631,0.0373294669503687,0.00139348910279867,-0.417839429012932,-0.309432946490838,1
"S4A","rep03","r_mean",15,16.4182355260203,1.41823552602034,2.01139200726619,11.0030800385471,23.734232833637,1
"S4A","rep03","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4A","rep03","phi_vector",NA,NA,-5.55111512312578e-17,0.00744243146170654,NA,NA,0.888888888888889
"S4A","rep03","log_lambda_vector",NA,NA,-1.74783027557308e-17,0.032571325841105,NA,NA,0.995555555555556
"S4A","rep03","log_kappa_vector",NA,NA,-0.0118573847537528,0.0590874709673752,NA,NA,0.964444444444444
"S4A","rep04","beta0",-6.24893288975913,-6.38291093944675,-0.133978049687625,0.0179501177980996,-6.52351000761784,-6.253670964731,0
"S4A","rep04","beta1",0.5,0.473723035833918,-0.0262769641660822,0.000690478845785566,0.408712922488348,0.540505006947403,1
"S4A","rep04","beta2",-0.4,-0.349307999033627,0.0506920009663727,0.00256967896197473,-0.412536103529031,-0.285400209667751,1
"S4A","rep04","r_mean",15,16.0405098905249,1.04050989052488,1.0826608322801,10.3748255216307,23.6452230854827,1
"S4A","rep04","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4A","rep04","phi_vector",NA,NA,-8.78926561161582e-17,0.097308760799378,NA,NA,0.888888888888889
"S4A","rep04","log_lambda_vector",NA,NA,-1.52470628715188e-16,0.330607688414995,NA,NA,0.995555555555556
"S4A","rep04","log_kappa_vector",NA,NA,-0.013702625738478,0.0681305162958679,NA,NA,0.962222222222222
"S4A","rep05","beta0",-5.81369881057473,-5.81949065635036,-0.00579184577563918,3.35454774887894e-05,-5.87245493346994,-5.76741139175133,1
"S4A","rep05","beta1",0.5,0.526014342046323,0.026014342046323,0.00067674599210309,0.474260035720217,0.579119681460233,1
"S4A","rep05","beta2",-0.4,-0.376156429092456,0.0238435709075442,0.000568515873623088,-0.420036837104697,-0.333404566858944,1
"S4A","rep05","r_mean",15,16.8212084833046,1.82120848330462,3.3168003396607,11.6867772806927,23.9540442153731,1
"S4A","rep05","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4A","rep05","phi_vector",NA,NA,-7.70988211545248e-18,0.00275730465421798,NA,NA,1
"S4A","rep05","log_lambda_vector",NA,NA,2.44865855986771e-17,0.0287324115173448,NA,NA,0.991111111111111
"S4A","rep05","log_kappa_vector",NA,NA,-0.015063003502805,0.057253843296557,NA,NA,0.964444444444444
"S4A","rep06","beta0",-5.87820166799763,-5.99604600046818,-0.117844332470548,0.013887286695429,-6.07012581396262,-5.92557036914222,0
"S4A","rep06","beta1",0.5,0.480949828918636,-0.0190501710813641,0.000362909018229243,0.423273886237454,0.536497241499992,1
"S4A","rep06","beta2",-0.4,-0.380424215608149,0.0195757843918508,0.000383211334556228,-0.432418963612558,-0.328236993792257,1
"S4A","rep06","r_mean",15,16.8263016965021,1.82630169650211,3.3353778866465,11.4065616123369,24.2517124433028,1
"S4A","rep06","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4A","rep06","phi_vector",NA,NA,6.96973343236904e-16,0.0217010906259694,NA,NA,0.888888888888889
"S4A","rep06","log_lambda_vector",NA,NA,-1.01153653354736e-16,0.0432856586828215,NA,NA,0.997777777777778
"S4A","rep06","log_kappa_vector",NA,NA,-0.0110952928031256,0.0624625698965828,NA,NA,0.962222222222222
"S4A","rep07","beta0",-5.91316248304008,-5.98341039788324,-0.0702479148431587,0.00493476953981168,-6.06101737837162,-5.90818540347507,1
"S4A","rep07","beta1",0.5,0.505794664865331,0.00579466486533109,3.35781409015026e-05,0.445175743606257,0.566545981339027,1
"S4A","rep07","beta2",-0.4,-0.379034061325962,0.0209659386740385,0.000439570584483544,-0.429205810473883,-0.328016214500313,1
"S4A","rep07","r_mean",15,18.3036531493212,3.30365314932118,10.9141241310197,12.2887573948209,26.1277798954839,1
"S4A","rep07","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4A","rep07","phi_vector",NA,NA,-5.37378783447038e-16,0.00917912202834582,NA,NA,0.777777777777778
"S4A","rep07","log_lambda_vector",NA,NA,-2.4178190314059e-17,0.0660522036851798,NA,NA,0.995555555555556
"S4A","rep07","log_kappa_vector",NA,NA,-0.0225596268965924,0.0611735412068977,NA,NA,0.962222222222222
"S4A","rep08","beta0",-6.04725193697302,-6.40430516290653,-0.357053225933508,0.127487006149525,-6.59413928585271,-6.22969519038681,0
"S4A","rep08","beta1",0.5,0.492825875512667,-0.00717412448733318,5.14680621597535e-05,0.426805838908626,0.558637245811609,1
"S4A","rep08","beta2",-0.4,-0.421952003811744,-0.021952003811744,0.000481890471350823,-0.481353504706597,-0.366973140647026,1
"S4A","rep08","r_mean",15,15.5392476008677,0.53924760086767,0.290787975041538,10.0627043543395,22.766205217058,1
"S4A","rep08","gamma_common",0.8,0.8,0,0,0.8,0.8,1
