"scenario","rep","parameter","truth","post_mean","bias","rmse_component","q025","q975","cover"
"S4D","rep09","beta0",-1.92197728162427,-1.88590268030152,0.0360746013227486,0.00130137686059526,-1.92514309518324,-1.84408070920527,1
"S4D","rep09","beta1",0.5,0.459007192473072,-0.0409928075269282,0.00168041026893978,0.415756147701256,0.503571768746392,1
"S4D","rep09","beta2",-0.4,-0.423214582250394,-0.0232145822503938,0.000538916829060299,-0.46318828878263,-0.382613810895014,1
"S4D","rep09","r_mean",15,14.5056852483973,-0.494314751602669,0.244347073652008,11.3854385342646,18.2086231302949,1
"S4D","rep09","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4D","rep09","phi_vector",NA,NA,-4.62592926927149e-17,0.00320924864786537,NA,NA,1
"S4D","rep09","log_lambda_vector",NA,NA,6.89777453262482e-17,0.00389406763029101,NA,NA,0.911111111111111
"S4D","rep09","log_kappa_vector",NA,NA,-0.0146485282208558,0.0223961043495785,NA,NA,0.940740740740741
"S4D","rep10","beta0",-1.50644081119884,-1.49988371157702,0.00655709962181517,4.29955554504086e-05,-1.53405461821157,-1.46657238446518,1
"S4D","rep10","beta1",0.5,0.492591987112514,-0.00740801288748627,5.48786549411627e-05,0.456239443318837,0.530778047072573,1
"S4D","rep10","beta2",-0.4,-0.382300654352565,0.0176993456474351,0.000313266836347381,-0.41826201602885,-0.346740316583322,1
"S4D","rep10","r_mean",15,15.4677067701584,0.467706770158424,0.218749622852025,12.7796865331302,18.5495228203502,1
"S4D","rep10","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4D","rep10","phi_vector",NA,NA,-3.1302121388737e-16,0.00188665122405007,NA,NA,1
"S4D","rep10","log_lambda_vector",NA,NA,-5.26841944555919e-18,0.00153779294522849,NA,NA,0.948148148148148
"S4D","rep10","log_kappa_vector",NA,NA,-0.00365574012627258,0.0106395746158364,NA,NA,0.959259259259259
"S4E","rep01","beta0",-1.99632149193617,-1.99780409313584,-0.00148260119967469,2.19810631727684e-06,-2.02065796122348,-1.97557343389906,1
"S4E","rep01","beta1",0.5,0.495477657819795,-0.00452234218020459,2.04515787948576e-05,0.473267212540392,0.518317097815767,1
"S4E","rep01","beta2",-0.4,-0.403029266488381,-0.00302926648838092,9.17645545762768e-06,-0.427000283012077,-0.378265705571576,1
"S4E","rep01","r_mean",15,14.7987808281324,-0.201219171867619,0.0404891551270903,12.8273352295437,17.449246673496,1
"S4E","rep01","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4E","rep01","phi_vector",NA,NA,-1.98914958578674e-16,0.000443901170260074,NA,NA,1
"S4E","rep01","log_lambda_vector",NA,NA,2.35876133440153e-16,0.00848332805178154,NA,NA,0.904444444444444
"S4E","rep01","log_kappa_vector",NA,NA,0.00314072726869352,0.017920964284839,NA,NA,0.954444444444444
"S4E","rep02","beta0",-1.33184447569743,-1.33227818266057,-0.000433706963138158,1.88101729874524e-07,-1.34867159462698,-1.31495114669926,1
"S4E","rep02","beta1",0.5,0.496411702545565,-0.0035882974544354,1.28758786215075e-05,0.477630463421418,0.51586093468172,1
"S4E","rep02","beta2",-0.4,-0.381788639214316,0.0182113607856844,0.000331653661666362,-0.403889220026865,-0.359230736216092,1
"S4E","rep02","r_mean",15,16.0297959567869,1.0297959567869,1.06047971261464,14.3631121064348,17.7815800673406,1
"S4E","rep02","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4E","rep02","phi_vector",NA,NA,9.63735264431559e-18,0.000273262223233782,NA,NA,1
"S4E","rep02","log_lambda_vector",NA,NA,1.69694505361109e-17,0.00186149038932896,NA,NA,0.96
"S4E","rep02","log_kappa_vector",NA,NA,0.000943115472380391,0.00828463835606698,NA,NA,0.95
"S4E","rep03","beta0",-1.43851204127288,-1.44024268814869,-0.00173064687580515,2.99513860873414e-06,-1.45798726118104,-1.42267109954184,1
"S4E","rep03","beta1",0.5,0.497522096457344,-0.00247790354265559,6.14000596670513e-06,0.477948296203277,0.517538368852652,1
"S4E","rep03","beta2",-0.4,-0.396957096153937,0.00304290384606282,9.25926381638388e-06,-0.421567518387082,-0.372702264037712,1
"S4E","rep03","r_mean",15,15.6434476217247,0.643447621724679,0.414024841903146,14.0856109588115,17.3388882013821,1
"S4E","rep03","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4E","rep03","phi_vector",NA,NA,1.15648231731787e-16,0.000632572220210759,NA,NA,1
"S4E","rep03","log_lambda_vector",NA,NA,-2.09954546032737e-17,0.0019426694111207,NA,NA,0.944444444444444
"S4E","rep03","log_kappa_vector",NA,NA,-0.00103693489138537,0.00903755748235763,NA,NA,0.96
"S4E","rep04","beta0",-1.88130591428129,-1.88976474767785,-0.00845883339656006,7.15518624307598e-05,-1.90967682800561,-1.86964001659927,1
"S4E","rep04","beta1",0.5,0.49689589674815,-0.00310410325185034,9.63545699814787e-06,0.475646890560811,0.518375041355475,1
"S4E","rep04","beta2",-0.4,-0.387317480125116,0.0126825198748845,0.00016084631037684,-0.41038178531063,-0.363900666236243,1
"S4E","rep04","r_mean",15,15.1847055649943,0.18470556499431,0.0341161457398673,13.3804379041441,17.4077171870787,1
"S4E","rep04","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4E","rep04","phi_vector",NA,NA,-1.22432927993385e-15,0.00101094744729574,NA,NA,0.888888888888889
"S4E","rep04","log_lambda_vector",NA,NA,-1.72585711154404e-16,0.00601038542784718,NA,NA,0.928888888888889
"S4E","rep04","log_kappa_vector",NA,NA,0.00983698486984983,0.0155264171014393,NA,NA,0.936666666666667
"S4E","rep05","beta0",-1.38547448133322,-1.38099829821734,0.00447618311588416,2.00362152869264e-05,-1.39872361399607,-1.36330411906424,1
"S4E","rep05","beta1",0.5,0.506518097894061,0.00651809789406144,4.24856001565681e-05,0.487291298837259,0.526248196003995,1
"S4E","rep05","beta2",-0.4,-0.397618205507102,0.00238179449289805,5.67294500639947e-06,-0.421074407530236,-0.375603504856029,1
"S4E","rep05","r_mean",15,15.4539923418424,0.453992341842412,0.206109046451557,13.9352749409487,17.1131261360027,1
"S4E","rep05","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4E","rep05","phi_vector",NA,NA,1.94289029309402e-16,0.000911476629592697,NA,NA,1
"S4E","rep05","log_lambda_vector",NA,NA,2.22237351977918e-17,0.00202469998463284,NA,NA,0.931111111111111
"S4E","rep05","log_kappa_vector",NA,NA,-0.00335210500624137,0.00833255237521957,NA,NA,0.941111111111111
"S4E","rep06","beta0",-1.52084679461396,-1.52751868522126,-0.00667189060730489,4.45141242758432e-05,-1.54575725136873,-1.50890320558823,1
"S4E","rep06","beta1",0.5,0.471238363376657,-0.0287616366233429,0.00082723174125322,0.450585677144,0.491357466719471,0
"S4E","rep06","beta2",-0.4,-0.393272280487929,0.00672771951207107,4.52622098331018e-05,-0.41712869533104,-0.369371652238716,1
"S4E","rep06","r_mean",15,14.7306031989595,-0.269396801040513,0.0725746364108615,13.1333320333087,16.4922663418989,1
"S4E","rep06","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4E","rep06","phi_vector",NA,NA,-4.55051698482972e-16,0.000541547480593486,NA,NA,1
"S4E","rep06","log_lambda_vector",NA,NA,-1.05943417618961e-16,0.00309019222595708,NA,NA,0.908888888888889
"S4E","rep06","log_kappa_vector",NA,NA,0.00587299009300844,0.0107884424507152,NA,NA,0.941111111111111
"S4E","rep07","beta0",-1.4686767948915,-1.45220449604395,0.0164722988475474,0.000271336629322912,-1.46984218708583,-1.43369331315223,1
"S4E","rep07","beta1",0.5,0.491306498991524,-0.00869350100847577,7.55769597843692e-05,0.470561569427717,0.512075477479169,1
"S4E","rep07","beta2",-0.4,-0.410231512326992,-0.0102315123269922,0.000104683844497392,-0.434766193684937,-0.385683357527665,1
"S4E","rep07","r_mean",15,16.1220723585619,1.12207235856192,1.25904637784871,14.4508228392737,17.960408214879,1
"S4E","rep07","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4E","rep07","phi_vector",NA,NA,-4.50257115542425e-16,0.00122088463236905,NA,NA,1
"S4E","rep07","log_lambda_vector",NA,NA,-1.3785269222429e-17,0.00310298852417659,NA,NA,0.918888888888889
"S4E","rep07","log_kappa_vector",NA,NA,-0.0101017100958638,0.0133678917981665,NA,NA,0.937777777777778
"S4E","rep08","beta0",-1.63654057040218,-1.63647567156982,6.48988323581623e-05,4.21185844145285e-09,-1.65552838320926,-1.61717382061251,1
"S4E","rep08","beta1",0.5,0.516632791219903,0.0166327912199034,0.000276649743764894,0.496114229549526,0.53699513887875,1
"S4E","rep08","beta2",-0.4,-0.39451669468315,0.00548330531684976,3.00666371977929e-05,-0.419260304238678,-0.369666399612146,1
"S4E","rep08","r_mean",15,14.6933318439914,-0.306668156008643,0.0940453579097412,13.0049907711002,16.7182628029301,1
"S4E","rep08","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4E","rep08","phi_vector",NA,NA,2.96059473233375e-16,0.00110138357096326,NA,NA,0.888888888888889
"S4E","rep08","log_lambda_vector",NA,NA,-1.3222447828001e-16,0.00332277120546575,NA,NA,0.948888888888889
"S4E","rep08","log_kappa_vector",NA,NA,-0.00273546788048748,0.0130585252922319,NA,NA,0.95
"S4E","rep09","beta0",-1.49566118427602,-1.50168677287748,-0.00602558860145219,3.63077179939506e-05,-1.52043128005703,-1.48321240798196,1
"S4E","rep09","beta1",0.5,0.503389467739722,0.00338946773972182,1.14884915586149e-05,0.484971662710288,0.522523936323653,1
"S4E","rep09","beta2",-0.4,-0.399138943990582,0.000861056009417938,7.41417451354743e-07,-0.423813724564866,-0.376052155147202,1
"S4E","rep09","r_mean",15,14.7722637525131,-0.227736247486861,0.051863798419397,13.2591906044536,16.3937775417195,1
"S4E","rep09","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4E","rep09","phi_vector",NA,NA,-2.67406419152744e-16,0.00113245187037106,NA,NA,0.888888888888889
"S4E","rep09","log_lambda_vector",NA,NA,-1.63449500847592e-17,0.00173198892458091,NA,NA,0.967777777777778
"S4E","rep09","log_kappa_vector",NA,NA,0.00388036259452257,0.0102135974956949,NA,NA,0.945555555555556
"S4E","rep10","beta0",-1.49351908244808,-1.50032388897337,-0.00680480652528281,4.63053918465316e-05,-1.51839065672037,-1.48223946417247,1
"S4E","rep10","beta1",0.5,0.506478664321354,0.00647866432135391,4.19730913887841e-05,0.485945746438727,0.52667908588701,1
"S4E","rep10","beta2",-0.4,-0.412655432916062,-0.0126554329160621,0.000160159982292949,-0.436839800866352,-0.390013730312101,1
"S4E","rep10","r_mean",15,15.432163084001,0.432163084000962,0.186764931173222,13.8412942543031,17.1553610590403,1
"S4E","rep10","gamma_common",0.8,0.8,0,0,0.8,0.8,1
"S4E","rep10","phi_vector",NA,NA,-6.20645510293924e-16,0.00077679029310932,NA,NA,1
"S4E","rep10","log_lambda_vector",NA,NA,-2.60594015502294e-18,0.00238854168559979,NA,NA,0.952222222222222
"S4E","rep10","log_kappa_vector",NA,NA,0.00642683776346673,0.00980125671864772,NA,NA,0.95
