"scenario","rep","parameter","n_draws","elapsed_sec","ess","ess_per_sec","rhat","rhat_note"
"S4D","rep05","kappa_mean",4000,119.768999999855,3253.97776459506,27.168781275614,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep06","beta0",4000,117.304000000004,3182.31030609931,27.1287450223284,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep06","beta1",4000,117.304000000004,1027.39847814221,8.75842663627992,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep06","beta2",4000,117.304000000004,1667.63301498599,14.2163354615864,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep06","r_mean",4000,117.304000000004,2682.92334792814,22.8715418734915,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep06","phi_mean",4000,117.304000000004,3806.86723900507,32.4530044926426,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep06","loglik",4000,117.304000000004,3835.08675024585,32.6935718325524,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep06","gamma_common",4000,117.304000000004,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep06","lambda_mean",4000,117.304000000004,3385.43072523321,28.8603178513358,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep06","kappa_mean",4000,117.304000000004,3269.58030227031,27.8727093898776,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep07","beta0",4000,119.229999999981,3857.8663699218,32.3565073381062,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep07","beta1",4000,119.229999999981,1467.47148065683,12.3079047274768,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep07","beta2",4000,119.229999999981,1619.16916435948,13.5802160895726,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep07","r_mean",4000,119.229999999981,2601.31884793341,21.8176536772105,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep07","phi_mean",4000,119.229999999981,3808.0429235988,31.9386305761922,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep07","loglik",4000,119.229999999981,3603.48710811878,30.2229900873886,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep07","gamma_common",4000,119.229999999981,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep07","lambda_mean",4000,119.229999999981,3957.82166265626,33.194847460009,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep07","kappa_mean",4000,119.229999999981,3558.65442044435,29.84697157129,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep08","beta0",4000,119.296000000089,3411.9095143374,28.600368112383,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep08","beta1",4000,119.296000000089,1591.2606584895,13.3387595433904,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep08","beta2",4000,119.296000000089,1485.15516874076,12.4493291371014,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep08","r_mean",4000,119.296000000089,2730.17215935055,22.8856974194315,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep08","phi_mean",4000,119.296000000089,3855.21982933215,32.3164215843721,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep08","loglik",4000,119.296000000089,4000,33.5300429184298,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep08","gamma_common",4000,119.296000000089,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep08","lambda_mean",4000,119.296000000089,3474.58046482587,29.1257080272873,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep08","kappa_mean",4000,119.296000000089,3339.6790226044,27.9948952404263,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep09","beta0",4000,118.06100000022,3505.868414038,29.695398260488,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep09","beta1",4000,118.06100000022,1564.81660987419,13.2543059085665,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep09","beta2",4000,118.06100000022,1548.06839573205,13.1124452251732,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep09","r_mean",4000,118.06100000022,2719.12425032005,23.0315197255232,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep09","phi_mean",4000,118.06100000022,3938.84991404284,33.3628371268709,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep09","loglik",4000,118.06100000022,4000,33.8807904387779,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep09","gamma_common",4000,118.06100000022,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep09","lambda_mean",4000,118.06100000022,3542.12337968494,30.0024849838503,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep09","kappa_mean",4000,118.06100000022,3701.89895154341,31.3558156506934,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep10","beta0",4000,118.021999999881,3528.26090823217,29.8949425381347,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep10","beta1",4000,118.021999999881,1286.90390770438,10.9039323829937,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep10","beta2",4000,118.021999999881,1832.11659326596,15.52351759221,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep10","r_mean",4000,118.021999999881,2962.03167302724,25.0972841760878,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep10","phi_mean",4000,118.021999999881,3938.14582026038,33.3678959877341,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep10","loglik",4000,118.021999999881,3782.47915693131,32.0489328848446,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep10","gamma_common",4000,118.021999999881,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep10","lambda_mean",4000,118.021999999881,3010.33356871797,25.5065459721154,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4D","rep10","kappa_mean",4000,118.021999999881,3454.57806792691,29.2706280856993,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep01","beta0",1000,34.9300000000221,917.679449330617,26.271956751504,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep01","beta1",1000,34.9300000000221,301.907498956128,8.64321497154127,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep01","beta2",1000,34.9300000000221,231.776904209053,6.63546819951061,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep01","r_mean",1000,34.9300000000221,624.103498282528,17.8672630484435,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep01","phi_mean",1000,34.9300000000221,913.260606470426,26.1454510870269,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep01","loglik",1000,34.9300000000221,682.066696235347,19.5266732389039,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep01","gamma_common",1000,34.9300000000221,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep01","lambda_mean",1000,34.9300000000221,550.932339046562,15.7724689105701,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep01","kappa_mean",1000,34.9300000000221,943.712546179964,27.0172501053354,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep02","beta0",4000,228.198999999993,3550.3293559298,15.5580408149462,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep02","beta1",4000,228.198999999993,1623.5728878718,7.11472393775542,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep02","beta2",4000,228.198999999993,914.68562016491,4.00828058039227,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep02","r_mean",4000,228.198999999993,2374.28297514526,10.4044407519109,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep02","phi_mean",4000,228.198999999993,4000,17.5285605984256,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep02","loglik",4000,228.198999999993,3494.43237688865,15.3130924188483,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep02","gamma_common",4000,228.198999999993,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep02","lambda_mean",4000,228.198999999993,685.06418242526,3.00204725886301,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep02","kappa_mean",4000,228.198999999993,3603.07365258923,15.7891737150002,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep03","beta0",4000,228.804999999993,3691.96392517061,16.1358533474825,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep03","beta1",4000,228.804999999993,1581.00000363237,6.90981404965985,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep03","beta2",4000,228.804999999993,510.36019720217,2.23054652303134,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep03","r_mean",4000,228.804999999993,2694.21416196144,11.7751542228602,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep03","phi_mean",4000,228.804999999993,4000,17.4821354428449,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep03","loglik",4000,228.804999999993,3914.71993134399,17.10941601514,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep03","gamma_common",4000,228.804999999993,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep03","lambda_mean",4000,228.804999999993,1104.74070545207,4.82830666048426,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep03","kappa_mean",4000,228.804999999993,3711.19772129127,16.2199153046978,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep04","beta0",4000,224.285000000003,3612.15508875068,16.1052013676823,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep04","beta1",4000,224.285000000003,1542.86258047525,6.87902704360624,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep04","beta2",4000,224.285000000003,1357.52928179905,6.05269760259952,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep04","r_mean",4000,224.285000000003,2550.94352145598,11.3736697570321,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep04","phi_mean",4000,224.285000000003,4000,17.8344517020752,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep04","loglik",4000,224.285000000003,3916.01239470824,17.459983479538,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep04","gamma_common",4000,224.285000000003,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep04","lambda_mean",4000,224.285000000003,3151.46855352651,14.0511784271194,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep04","kappa_mean",4000,224.285000000003,3710.39892395974,16.543232601198,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep05","beta0",4000,223.673999999999,3677.09002215764,16.4395058082641,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep05","beta1",4000,223.673999999999,1604.48099854786,7.17330131596816,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep05","beta2",4000,223.673999999999,997.066471658012,4.45767711785016,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep05","r_mean",4000,223.673999999999,2598.84651805982,11.6189030377238,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep05","phi_mean",4000,223.673999999999,4000,17.8831692552555,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep05","loglik",4000,223.673999999999,4000,17.8831692552555,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep05","gamma_common",4000,223.673999999999,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep05","lambda_mean",4000,223.673999999999,1092.08388594265,4.88248024331237,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep05","kappa_mean",4000,223.673999999999,3704.73396301772,16.5630961265848,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep06","beta0",4000,223.567999999999,3824.41659552642,17.1062790539184,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep06","beta1",4000,223.567999999999,1703.13198206172,7.6179595562054,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep06","beta2",4000,223.567999999999,1053.85111170278,4.71378333081111,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep06","r_mean",4000,223.567999999999,2275.59405951619,10.1785320775612,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep06","phi_mean",4000,223.567999999999,4000,17.8916481786303,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep06","loglik",4000,223.567999999999,3804.61020948326,17.0176868312248,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep06","gamma_common",4000,223.567999999999,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep06","lambda_mean",4000,223.567999999999,1284.89044077788,5.74720192862075,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep06","kappa_mean",4000,223.567999999999,3625.98727337417,16.2187221488504,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep07","beta0",4000,224.654999999999,3612.42148901133,16.079862406852,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep07","beta1",4000,224.654999999999,1324.1976323013,5.89436083016762,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep07","beta2",4000,224.654999999999,829.10789592093,3.69058287561343,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep07","r_mean",4000,224.654999999999,2858.7493377762,12.7250643777179,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep07","phi_mean",4000,224.654999999999,3450.36855789627,15.3585211007825,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep07","loglik",4000,224.654999999999,3743.94455813213,16.6653070625276,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep07","gamma_common",4000,224.654999999999,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep07","lambda_mean",4000,224.654999999999,1655.1302597319,7.36743121556124,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep07","kappa_mean",4000,224.654999999999,3745.9332741756,16.674159374043,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep08","beta0",4000,226.119999999995,3859.3066734986,17.0675158035498,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep08","beta1",4000,226.119999999995,1572.34218713219,6.95357415147807,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep08","beta2",4000,226.119999999995,1113.2028606108,4.92306235897232,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep08","r_mean",4000,226.119999999995,2579.45008951867,11.4074389241054,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep08","phi_mean",4000,226.119999999995,4000,17.6897222713607,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep08","loglik",4000,226.119999999995,3664.62663676085,16.2065568581325,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep08","gamma_common",4000,226.119999999995,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep08","lambda_mean",4000,226.119999999995,2715.88933790595,12.0108320268265,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep08","kappa_mean",4000,226.119999999995,3708.87791069343,16.4022550446378,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep09","beta0",4000,226.989000000001,3374.33852118997,14.8656477679093,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep09","beta1",4000,226.989000000001,1514.99596298349,6.67431445128829,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep09","beta2",4000,226.989000000001,896.126473775838,3.94788502427797,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep09","r_mean",4000,226.989000000001,2357.31635389619,10.3851567868759,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep09","phi_mean",4000,226.989000000001,4000,17.6219993039309,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep09","loglik",4000,226.989000000001,4000,17.6219993039309,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep09","gamma_common",4000,226.989000000001,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep09","lambda_mean",4000,226.989000000001,1084.12696044187,4.77612113556985,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep09","kappa_mean",4000,226.989000000001,3344.57547541962,14.7345266749472,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep10","beta0",4000,229.281000000017,3606.11838309781,15.7279424945702,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep10","beta1",4000,229.281000000017,1498.84112382311,6.53713619455164,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep10","beta2",4000,229.281000000017,783.565056034884,3.41748795597902,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep10","r_mean",4000,229.281000000017,2800.52644582206,12.2143851685131,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep10","phi_mean",4000,229.281000000017,4000,17.4458415655885,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep10","loglik",4000,229.281000000017,3849.34417628067,16.7887621577033,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep10","gamma_common",4000,229.281000000017,NA,NA,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep10","lambda_mean",4000,229.281000000017,1376.79227151277,6.00482495938464,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S4E","rep10","kappa_mean",4000,229.281000000017,3702.39656363092,16.1478559655211,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
