"scenario_id","rep_id","parameter","truth","post_mean","post_sd","q025","q50","q975","bias","covered"
"S2_DYNAMIC_FIXED_GAMMA_T100",7,"beta0",-1.48655364988887,-1.47699913336532,0.00981831610815999,-1.4962242341515,-1.47687343560408,-1.45787751668557,0.00955451652355022,1
"S2_DYNAMIC_FIXED_GAMMA_T100",7,"beta1.beta1",0.5,0.498963042932148,0.0109924939673632,0.47676870520024,0.49903436407266,0.520367454341679,-0.0010369570678519,1
"S2_DYNAMIC_FIXED_GAMMA_T100",7,"beta2.beta2",-0.4,-0.391420394968259,0.00999357001293193,-0.410674814163924,-0.391419706737722,-0.371446984694223,0.00857960503174082,1
"S2_DYNAMIC_FIXED_GAMMA_T100",8,"beta0",-1.5147890397372,-1.51269079895861,0.00945284925881612,-1.53154978109841,-1.51276342725836,-1.49397878614056,0.00209824077859433,1
"S2_DYNAMIC_FIXED_GAMMA_T100",8,"beta1.beta1",0.5,0.516525047797177,0.0103187162712618,0.495961522878416,0.516617177309038,0.536514920973955,0.0165250477971768,1
"S2_DYNAMIC_FIXED_GAMMA_T100",8,"beta2.beta2",-0.4,-0.396211149699392,0.009873776091481,-0.415687017044847,-0.396163348077533,-0.376756923762887,0.00378885030060844,1
"S2_DYNAMIC_FIXED_GAMMA_T100",9,"beta0",-1.65564478525192,-1.65687241351102,0.0096124558869618,-1.67557479783212,-1.65677840085842,-1.63807222289132,-0.00122762825910039,1
"S2_DYNAMIC_FIXED_GAMMA_T100",9,"beta1.beta1",0.5,0.489144169440569,0.0102642463896478,0.469298293017417,0.489151618846374,0.509366336523858,-0.010855830559431,1
"S2_DYNAMIC_FIXED_GAMMA_T100",9,"beta2.beta2",-0.4,-0.403437826588362,0.00986353213461695,-0.42259693124645,-0.403420821964325,-0.384325513313359,-0.00343782658836211,1
"S2_DYNAMIC_FIXED_GAMMA_T100",10,"beta0",-1.67500995209964,-1.66722538748091,0.00931415854006788,-1.68569338754501,-1.66718406219622,-1.64901717164994,0.00778456461872734,1
"S2_DYNAMIC_FIXED_GAMMA_T100",10,"beta1.beta1",0.5,0.530522543542839,0.0107156790351542,0.50896402456347,0.530414572945599,0.551138681752577,0.0305225435428392,0
"S2_DYNAMIC_FIXED_GAMMA_T100",10,"beta2.beta2",-0.4,-0.393592343314443,0.00964383787398161,-0.412435900126982,-0.393705170435702,-0.374735427730381,0.00640765668555676,1
"S2_DYNAMIC_FIXED_GAMMA_T100",11,"beta0",-1.46082883975833,-1.47107953507081,0.00903173110030325,-1.48870793259161,-1.47105630901746,-1.45346444360971,-0.0102506953124797,1
"S2_DYNAMIC_FIXED_GAMMA_T100",11,"beta1.beta1",0.5,0.491256824906546,0.010171164680377,0.470703723472291,0.49133878557662,0.510760069825547,-0.00874317509345446,1
"S2_DYNAMIC_FIXED_GAMMA_T100",11,"beta2.beta2",-0.4,-0.401030821523697,0.00966640947335821,-0.420000293317574,-0.400966007634563,-0.382243608549359,-0.00103082152369699,1
"S2_DYNAMIC_FIXED_GAMMA_T100",12,"beta0",-1.54000554509491,-1.53127490060454,0.00914041486088444,-1.54896850278154,-1.53133119758515,-1.51381208785011,0.00873064449036409,1
"S2_DYNAMIC_FIXED_GAMMA_T100",12,"beta1.beta1",0.5,0.492244001212835,0.0101341351747275,0.47196832610134,0.492192431885164,0.511586251871344,-0.0077559987871651,1
"S2_DYNAMIC_FIXED_GAMMA_T100",12,"beta2.beta2",-0.4,-0.408218853616115,0.00959513861146246,-0.427010011573374,-0.408334989830758,-0.389155480171916,-0.00821885361611463,1
"S2_DYNAMIC_FIXED_GAMMA_T100",13,"beta0",-1.45678056652174,-1.45306336028288,0.00932282936189464,-1.47096490287482,-1.4530551646812,-1.43528639742271,0.00371720623886329,1
"S2_DYNAMIC_FIXED_GAMMA_T100",13,"beta1.beta1",0.5,0.510351055003326,0.0104344297934401,0.489510706719505,0.510350408920695,0.531148829825508,0.0103510550033257,1
"S2_DYNAMIC_FIXED_GAMMA_T100",13,"beta2.beta2",-0.4,-0.38553390323265,0.0101211303514493,-0.405404930769622,-0.385379303336022,-0.365778202728543,0.0144660967673501,1
"S2_DYNAMIC_FIXED_GAMMA_T100",14,"beta0",-1.59786012831472,-1.59388458910474,0.00895614037031111,-1.6116808835575,-1.5938883153077,-1.57584671123676,0.00397553920997917,1
"S2_DYNAMIC_FIXED_GAMMA_T100",14,"beta1.beta1",0.5,0.508986719280721,0.00954429387759041,0.490521585323076,0.508852356736905,0.527985071486753,0.00898671928072081,1
"S2_DYNAMIC_FIXED_GAMMA_T100",14,"beta2.beta2",-0.4,-0.402059446548837,0.0090345314625206,-0.419864744874172,-0.402051023517452,-0.384732560780554,-0.00205944654883666,1
"S2_DYNAMIC_FIXED_GAMMA_T100",15,"beta0",-1.47860563894211,-1.47133633906998,0.00933255107739013,-1.48956171687414,-1.47135058096438,-1.45337033193987,0.00726929987212555,1
"S2_DYNAMIC_FIXED_GAMMA_T100",15,"beta1.beta1",0.5,0.508266579359492,0.00935724137604207,0.490083761551919,0.508078161894438,0.526812427072692,0.00826657935949215,1
"S2_DYNAMIC_FIXED_GAMMA_T100",15,"beta2.beta2",-0.4,-0.403053223705611,0.00956207343158817,-0.421824538630497,-0.403187036057082,-0.383845598000967,-0.00305322370561117,1
"S2_DYNAMIC_FIXED_GAMMA_T100",16,"beta0",-1.42601383331857,-1.41468282695795,0.00922170497301418,-1.4321658167027,-1.41474267630768,-1.39673190754181,0.0113310063606218,1
"S2_DYNAMIC_FIXED_GAMMA_T100",16,"beta1.beta1",0.5,0.511329865824792,0.00998451686610207,0.492004607958397,0.511315349315463,0.530922202345746,0.0113298658247922,1
"S2_DYNAMIC_FIXED_GAMMA_T100",16,"beta2.beta2",-0.4,-0.393928802266583,0.0092273726069722,-0.411757175232282,-0.394056441828674,-0.375320025357757,0.00607119773341724,1
"S2_DYNAMIC_FIXED_GAMMA_T100",17,"beta0",-1.73274692242974,-1.74286383996204,0.00918634610040124,-1.76079601222594,-1.7428361211526,-1.72516811362127,-0.010116917532295,1
"S2_DYNAMIC_FIXED_GAMMA_T100",17,"beta1.beta1",0.5,0.510345487309467,0.0100072029674113,0.491158359276405,0.510083459977474,0.529864600492595,0.0103454873094667,1
"S2_DYNAMIC_FIXED_GAMMA_T100",17,"beta2.beta2",-0.4,-0.397591339401121,0.00981345915051214,-0.417018059234757,-0.397766042357984,-0.377892740744909,0.00240866059887934,1
"S2_DYNAMIC_FIXED_GAMMA_T100",18,"beta0",-1.46984395968342,-1.48657483936418,0.00914396143801455,-1.50400559621639,-1.48672431854792,-1.46866568912953,-0.0167308796807615,1
"S2_DYNAMIC_FIXED_GAMMA_T100",18,"beta1.beta1",0.5,0.503878985139538,0.0102248243898593,0.483643841227801,0.503969552005738,0.523572918356261,0.00387898513953799,1
"S2_DYNAMIC_FIXED_GAMMA_T100",18,"beta2.beta2",-0.4,-0.394057807997344,0.00959759651627723,-0.412645754604375,-0.394280991190758,-0.375200386157502,0.00594219200265561,1
"S2_DYNAMIC_FIXED_GAMMA_T100",19,"beta0",-1.6457324988502,-1.65350629092153,0.0093689273793874,-1.67135449587368,-1.65376433743909,-1.63489574374011,-0.00777379207133455,1
"S2_DYNAMIC_FIXED_GAMMA_T100",19,"beta1.beta1",0.5,0.506509661807105,0.0102771779115341,0.485326861619693,0.506684074931927,0.526540453445715,0.00650966180710455,1
"S2_DYNAMIC_FIXED_GAMMA_T100",19,"beta2.beta2",-0.4,-0.413979735254724,0.00994793360556607,-0.433204214302721,-0.413831933017354,-0.394865292321346,-0.013979735254724,1
"S2_DYNAMIC_FIXED_GAMMA_T100",20,"beta0",-1.39437501026065,-1.40350785818478,0.00990573305560733,-1.42278920006169,-1.40358587959115,-1.38360614202986,-0.00913284792412394,1
"S2_DYNAMIC_FIXED_GAMMA_T100",20,"beta1.beta1",0.5,0.515830949745028,0.0108641850462916,0.49468297910054,0.516048557296096,0.536824580703497,0.015830949745028,1
"S2_DYNAMIC_FIXED_GAMMA_T100",20,"beta2.beta2",-0.4,-0.411885969744527,0.0102481800368803,-0.431848623017969,-0.411884465364259,-0.392268674187796,-0.0118859697445266,1
