"parameter","truth","mean","bias","rmse","coverage95","ess","ess_per_sec","rhat","scenario","rep","sampler"
"beta1",0.5,0.478758766532219,-0.0212412334677807,0.0282814218517344,1,67.1202046709561,0.503478315475191,NA,"S4D","rep01","old_kappa_conditioned"
"beta2",-0.4,-0.430880277365291,-0.0308802773652909,0.035396908948969,1,51.7174268444284,0.387939862162124,NA,"S4D","rep01","old_kappa_conditioned"
"r_mean",15,18.1328484379622,3.13284843796223,3.82044565067337,1,793.925525609072,5.95534963288599,NA,"S4D","rep01","old_kappa_conditioned"
"beta0",-1.6790670388564,-1.70076839677693,-0.021701357920537,0.0283724835962728,1,402.099636560437,3.02251014064355,NA,"S4D","rep02","old_kappa_conditioned"
"beta1",0.5,0.502272855048562,0.00227285504856201,0.0209117975556145,1,38.298289555636,0.287881306089701,NA,"S4D","rep02","old_kappa_conditioned"
"beta2",-0.4,-0.413693259270481,-0.0136932592704814,0.0241649052164587,1,77.3133657055383,0.581150567185727,NA,"S4D","rep02","old_kappa_conditioned"
"r_mean",15,14.9038386832189,-0.0961613167810977,1.59903516155517,1,1072.5500747435,8.06216465399107,NA,"S4D","rep02","old_kappa_conditioned"
"beta0",-1.33085390067906,-1.32623898839224,0.00461491228682309,0.0182519145767004,1,215.173618039755,1.62891849896907,NA,"S4D","rep03","old_kappa_conditioned"
"beta1",0.5,0.513806280652124,0.0138062806521235,0.0220701457339065,1,58.3514423080009,0.441735119216463,NA,"S4D","rep03","old_kappa_conditioned"
"beta2",-0.4,-0.40342122410624,-0.00342122410624035,0.020939268930458,1,48.6785417234201,0.368508824820088,NA,"S4D","rep03","old_kappa_conditioned"
"r_mean",15,13.3370680633838,-1.66293193661624,2.16437072666329,1,869.085952259399,6.57919961436874,NA,"S4D","rep03","old_kappa_conditioned"
"beta0",-1.63172232835732,-1.65294783150392,-0.0212255031466004,0.0276100483320736,1,363.632465057751,2.7302604257038,NA,"S4D","rep04","old_kappa_conditioned"
"beta1",0.5,0.509899109880943,0.00989910988094311,0.0223451482448013,1,57.396428118655,0.430949409987991,NA,"S4D","rep04","old_kappa_conditioned"
"beta2",-0.4,-0.432658819980752,-0.0326588199807524,0.0372894296708579,1,104.260664339052,0.782819998641465,NA,"S4D","rep04","old_kappa_conditioned"
"r_mean",15,15.0113099730618,0.0113099730618096,1.58030049213143,1,865.679289803231,6.49977692702924,NA,"S4D","rep04","old_kappa_conditioned"
"beta0",-1.70345106821141,-1.68527721734093,0.0181738508704783,0.0244597324767655,1,307.696304526834,2.29548733644709,NA,"S4D","rep05","old_kappa_conditioned"
"beta1",0.5,0.509673086590681,0.00967308659068067,0.0236736746327758,1,46.7338055777434,0.348645262583368,NA,"S4D","rep05","old_kappa_conditioned"
"beta2",-0.4,-0.393794094365769,0.00620590563423085,0.0170397565742086,1,52.5574370898747,0.39209093349836,NA,"S4D","rep05","old_kappa_conditioned"
"r_mean",15,18.5667683665894,3.56676836658935,4.13554101453005,1,643.867260630351,4.80340232035823,NA,"S4D","rep05","old_kappa_conditioned"
"beta0",-1.72461652830535,-1.70689008479146,0.0177264435138953,0.0254627174224758,1,341.119912680678,2.55216568043091,NA,"S4D","rep06","old_kappa_conditioned"
"beta1",0.5,0.525739279277586,0.0257392792775857,0.033505126134277,1,17.1874711712616,0.128591947951604,NA,"S4D","rep06","old_kappa_conditioned"
"beta2",-0.4,-0.398683843010669,0.0013161569893313,0.018610985190959,1,50.8703630469631,0.380598111963794,NA,"S4D","rep06","old_kappa_conditioned"
"r_mean",15,14.0832766560953,-0.916723343904687,1.74337160767847,1,1018.60105975207,7.62089391475458,NA,"S4D","rep06","old_kappa_conditioned"
"beta0",-2.1018943609622,-2.10437825457325,-0.00248389361105517,0.0277104494120555,1,603.22365731695,4.50160189636561,NA,"S4D","rep07","old_kappa_conditioned"
"beta1",0.5,0.531075792900819,0.0310757929008192,0.0372477106150311,1,88.2554750728747,0.658613118258313,NA,"S4D","rep07","old_kappa_conditioned"
"beta2",-0.4,-0.396303886316356,0.00369611368364414,0.0197317277233826,1,120.17076050385,0.896783335351842,NA,"S4D","rep07","old_kappa_conditioned"
"r_mean",15,15.365854144736,0.365854144736034,1.96957062479095,1,513.900938295515,3.83502438989996,NA,"S4D","rep07","old_kappa_conditioned"
"beta0",-1.88232533320233,-1.89360723289864,-0.011281899696314,0.0219070140816367,1,516.820135116796,3.82761683194757,NA,"S4D","rep08","old_kappa_conditioned"
"beta1",0.5,0.541033153790668,0.0410331537906684,0.0465538439277029,0,53.9412258483186,0.399493614826462,NA,"S4D","rep08","old_kappa_conditioned"
"beta2",-0.4,-0.379570350352911,0.0204296496470894,0.0286428103069417,1,110.97545250256,0.821894274370331,NA,"S4D","rep08","old_kappa_conditioned"
"r_mean",15,15.8964006651578,0.896400665157786,2.04180057449123,1,699.626132539047,5.18149464198344,NA,"S4D","rep08","old_kappa_conditioned"
"beta0",-1.92197728162427,-1.88404011480517,0.0379371668191035,0.0428875978335597,1,325.214151725053,2.38880389981743,NA,"S4D","rep09","old_kappa_conditioned"
"beta1",0.5,0.456494045688283,-0.0435059543117171,0.0500709819687475,1,48.4213647146383,0.355670699602891,NA,"S4D","rep09","old_kappa_conditioned"
"beta2",-0.4,-0.423966053362156,-0.0239660533621557,0.0309301052013752,1,55.8864239570527,0.410503991869102,NA,"S4D","rep09","old_kappa_conditioned"
"r_mean",15,14.5797308732651,-0.420269126734917,1.79411255732511,1,687.8933091471,5.0528004726503,NA,"S4D","rep09","old_kappa_conditioned"
"beta0",-1.50644081119884,-1.49994330242909,0.00649750876975252,0.0176464715368167,1,364.181924093009,2.73214992380099,NA,"S4D","rep10","old_kappa_conditioned"
"beta1",0.5,0.498541228024192,-0.00145877197580779,0.0178974464325895,1,47.1989922369826,0.354094243872526,NA,"S4D","rep10","old_kappa_conditioned"
"beta2",-0.4,-0.382658067135104,0.0173419328648961,0.0250628383982817,1,42.2500115297608,0.316966214259845,NA,"S4D","rep10","old_kappa_conditioned"
"r_mean",15,15.5521972570107,0.552197257010665,1.58396810431979,1,997.227117069968,7.48135426737754,NA,"S4D","rep10","old_kappa_conditioned"
"beta0",-1.99632149193617,-1.99687067841824,-0.000549186482074138,0.0109540285093009,1,670.861000712958,1.68079141519621,NA,"S4E","rep01","old_kappa_conditioned"
"beta1",0.5,0.496517297124179,-0.00348270287582131,0.0119833804910629,1,41.4918758031127,0.103954751544871,NA,"S4E","rep01","old_kappa_conditioned"
"beta2",-0.4,-0.405099952951606,-0.00509995295160598,0.012718110135404,1,69.8256828841211,0.174942958715914,NA,"S4E","rep01","old_kappa_conditioned"
"r_mean",15,14.7861220998427,-0.213877900157323,1.15320031039208,1,375.367466919591,0.940454751836656,NA,"S4E","rep01","old_kappa_conditioned"
"beta0",-1.33184447569743,-1.33278670849164,-0.00094223279420369,0.00906946536045515,1,279.217671587645,0.701410951536459,NA,"S4E","rep02","old_kappa_conditioned"
"beta1",0.5,0.495009982045583,-0.00499001795441711,0.0104962117268308,1,57.5819995722751,0.144649315645782,NA,"S4E","rep02","old_kappa_conditioned"
"beta2",-0.4,-0.386752427358915,0.0132475726410852,0.017078855626941,1,72.0893134349844,0.181092527720512,NA,"S4E","rep02","old_kappa_conditioned"
"r_mean",15,16.0086271265394,1.0086271265394,1.34212025308324,1,1091.60025493001,2.74216301982005,NA,"S4E","rep02","old_kappa_conditioned"
"beta0",-1.43851204127288,-1.44001083510819,-0.00149879383531326,0.00943089045154216,1,327.692281903574,0.829924279095033,NA,"S4E","rep03","old_kappa_conditioned"
"beta1",0.5,0.497261307952699,-0.00273869204730104,0.0095929373906481,1,44.4510224942042,0.11257812538104,NA,"S4E","rep03","old_kappa_conditioned"
"beta2",-0.4,-0.398412324715628,0.00158767528437159,0.0111473947110693,1,66.9356536358546,0.169523443661203,NA,"S4E","rep03","old_kappa_conditioned"
"r_mean",15,15.6728743917555,0.672874391755478,1.08895249992188,1,1369.87951666794,3.46940203691533,NA,"S4E","rep03","old_kappa_conditioned"
"beta0",-1.88130591428129,-1.88967804487204,-0.00837213059075093,0.0131024214593349,1,564.946935356071,1.41588581463958,NA,"S4E","rep04","old_kappa_conditioned"
"beta1",0.5,0.494429315554903,-0.0055706844450969,0.012000618961557,1,106.947273177832,0.268034248050991,NA,"S4E","rep04","old_kappa_conditioned"
"beta2",-0.4,-0.389257286727384,0.0107427132726164,0.0153079757378114,1,115.883642199513,0.290430826101649,NA,"S4E","rep04","old_kappa_conditioned"
"r_mean",15,15.1744418379561,0.174441837956065,1.02555808390453,1,553.260639713144,1.38659729355737,NA,"S4E","rep04","old_kappa_conditioned"
"beta0",-1.38547448133322,-1.38125214946128,0.00422233187194121,0.00999040195537457,1,260.872398292927,0.656765216946631,NA,"S4E","rep05","old_kappa_conditioned"
"beta1",0.5,0.50662717003015,0.0066271700301499,0.0125237672156131,1,39.5915401303502,0.0996745788865074,NA,"S4E","rep05","old_kappa_conditioned"
"beta2",-0.4,-0.397355361420153,0.00264463857984731,0.0109489009254945,1,25.140822487794,0.0632938472734563,NA,"S4E","rep05","old_kappa_conditioned"
"r_mean",15,15.4673092917317,0.467309291731688,0.92240421824495,1,1174.92524669543,2.9579596752721,NA,"S4E","rep05","old_kappa_conditioned"
"beta0",-1.52084679461396,-1.52813708887444,-0.00729029426047667,0.0124886546167106,1,307.037424958283,0.76848692845008,NA,"S4E","rep06","old_kappa_conditioned"
"beta1",0.5,0.469457180012977,-0.0305428199870228,0.0323259485994414,0,61.9037604030578,0.154939518197559,NA,"S4E","rep06","old_kappa_conditioned"
"beta2",-0.4,-0.39181762581526,0.00818237418474044,0.013293852088777,1,76.3849789749843,0.191184699650817,NA,"S4E","rep06","old_kappa_conditioned"
"r_mean",15,14.6999809808116,-0.300019019188412,0.901432861790326,1,903.304873676807,2.2608904693628,NA,"S4E","rep06","old_kappa_conditioned"
"beta0",-1.4686767948915,-1.45254639489269,0.0161303999988109,0.0185030572746092,1,461.666711515344,1.16476615076032,NA,"S4E","rep07","old_kappa_conditioned"
"beta1",0.5,0.487204734113976,-0.0127952658860239,0.0165205080379317,1,55.6587830574114,0.140424823537727,NA,"S4E","rep07","old_kappa_conditioned"
"beta2",-0.4,-0.408253895853522,-0.0082538958535216,0.013708059641583,1,68.0337086984782,0.171646252645273,NA,"S4E","rep07","old_kappa_conditioned"
"r_mean",15,16.080910850336,1.08091085033598,1.42008476494549,1,1033.32409210099,2.60703424185343,NA,"S4E","rep07","old_kappa_conditioned"
"beta0",-1.63654057040218,-1.63571325528036,0.000827315121814998,0.00957691414266328,1,367.919312273823,0.922429510864304,NA,"S4E","rep08","old_kappa_conditioned"
"beta1",0.5,0.517921081113243,0.0179210811132431,0.0206800340328857,1,86.2304403391393,0.21619279078356,NA,"S4E","rep08","old_kappa_conditioned"
"beta2",-0.4,-0.396160994388541,0.00383900561145889,0.0131378081149592,1,36.286982117117,0.0909769670914215,NA,"S4E","rep08","old_kappa_conditioned"
"r_mean",15,14.7087731331405,-0.2912268668595,0.986937654700597,1,812.008410925249,2.0358282273316,NA,"S4E","rep08","old_kappa_conditioned"
"beta0",-1.49566118427602,-1.50271058127992,-0.00704939700389451,0.0115543721267867,1,314.986195238852,0.791673231321699,NA,"S4E","rep09","old_kappa_conditioned"
"beta1",0.5,0.504082277686788,0.00408227768678826,0.010578650747045,1,62.5012168051011,0.157087964544325,NA,"S4E","rep09","old_kappa_conditioned"
"beta2",-0.4,-0.397937502558604,0.00206249744139553,0.01229576715308,1,62.1603056256377,0.156231132533529,NA,"S4E","rep09","old_kappa_conditioned"
"r_mean",15,14.7724420072492,-0.227557992750771,0.822956277912011,1,894.608426675191,2.24847169374048,NA,"S4E","rep09","old_kappa_conditioned"
"beta0",-1.49351908244808,-1.49997924044632,-0.00646015799823463,0.0114883405742121,1,338.076273299456,0.848631885544591,NA,"S4E","rep10","old_kappa_conditioned"
"beta1",0.5,0.504689894400474,0.00468989440047396,0.0120520136887077,1,68.1087179244805,0.170965058121899,NA,"S4E","rep10","old_kappa_conditioned"
"beta2",-0.4,-0.412103946823676,-0.0121039468236758,0.0178999235669985,1,26.222691326578,0.0658236431895841,NA,"S4E","rep10","old_kappa_conditioned"
"r_mean",15,15.3910577509902,0.391057750990248,0.926320249328521,1,1146.22240709079,2.8772231576314,NA,"S4E","rep10","old_kappa_conditioned"
