"parameter","truth","mean","bias","rmse","coverage95","ess","ess_per_sec","rhat","scenario","rep","sampler"
"beta2",-0.4,-0.400615720954519,-0.000615720954519283,0.0196988208180887,1,2084.19252126183,9.71746661100579,NA,"S4C","rep08","revised_kappa_collapsed"
"r_mean",3,3.30493129574309,0.304931295743092,0.350178151903396,1,2921.33334795615,13.6206031730671,NA,"S4C","rep08","revised_kappa_collapsed"
"beta0",-1.60166652979271,-1.59808713688418,0.00357939290852927,0.0201860027945011,1,3698.4877813724,17.4200600124925,NA,"S4C","rep09","revised_kappa_collapsed"
"beta1",0.5,0.491391051494443,-0.00860894850555677,0.0223127702497094,1,1673.01302885274,7.87997394802318,NA,"S4C","rep09","revised_kappa_collapsed"
"beta2",-0.4,-0.393469510903644,0.0065304890963559,0.0210579336229182,1,1708.97254090276,8.04934502478765,NA,"S4C","rep09","revised_kappa_collapsed"
"r_mean",3,2.88701044358133,-0.112989556418675,0.177988147438745,1,2953.74798658319,13.9122988176981,NA,"S4C","rep09","revised_kappa_collapsed"
"beta0",-1.60878847912896,-1.60871841359593,7.0065533029906e-05,0.0192087445396223,1,3796.44216110476,17.7399694451283,NA,"S4C","rep10","revised_kappa_collapsed"
"beta1",0.5,0.528550716640447,0.0285507166404466,0.035917275345223,1,1438.58085084531,6.72218336415167,NA,"S4C","rep10","revised_kappa_collapsed"
"beta2",-0.4,-0.417305104835192,-0.0173051048351923,0.0267731797456172,1,1751.75854319566,8.18559633277549,NA,"S4C","rep10","revised_kappa_collapsed"
"r_mean",3,3.06203561302625,0.0620356130262465,0.158274756834732,1,2519.06708534513,11.771066495386,NA,"S4C","rep10","revised_kappa_collapsed"
"beta0",-1.63700651766786,-1.64743373416273,-0.0104272164948698,0.0203431739000104,1,3446.51043874888,29.5029955636063,NA,"S4D","rep01","revised_kappa_collapsed"
"beta1",0.5,0.481651804610273,-0.0183481953897272,0.0265320754681334,1,1373.22999066349,11.7551938525575,NA,"S4D","rep01","revised_kappa_collapsed"
"beta2",-0.4,-0.429027503066785,-0.0290275030667854,0.034238546297151,1,1724.23722313573,14.7599039808058,NA,"S4D","rep01","revised_kappa_collapsed"
"r_mean",15,18.0871635668206,3.08716356682058,3.77805671288417,1,2286.59710907586,19.5738459417837,NA,"S4D","rep01","revised_kappa_collapsed"
"beta0",-1.6790670388564,-1.70127497169195,-0.0222079328355527,0.0286079666943388,1,3191.50893448398,27.3538370215477,NA,"S4D","rep02","revised_kappa_collapsed"
"beta1",0.5,0.501935962126676,0.00193596212667557,0.020821264931709,1,1451.21792756622,12.4381223704182,NA,"S4D","rep02","revised_kappa_collapsed"
"beta2",-0.4,-0.41502787408627,-0.0150278740862701,0.0242295974738276,1,1820.93273521064,15.6068800961092,NA,"S4D","rep02","revised_kappa_collapsed"
"r_mean",15,14.9031528182696,-0.0968471817303662,1.58412643279983,1,2838.89805973653,24.331673963926,NA,"S4D","rep02","revised_kappa_collapsed"
"beta0",-1.33085390067906,-1.32867887362088,0.00217502705818018,0.0191835478260552,1,3305.97554621866,28.3334522863402,NA,"S4D","rep03","revised_kappa_collapsed"
"beta1",0.5,0.51324614092966,0.0132461409296605,0.0240945751017142,1,1472.87963183316,12.6231317166879,NA,"S4D","rep03","revised_kappa_collapsed"
"beta2",-0.4,-0.404365186044508,-0.00436518604450764,0.0204052536518076,1,1806.33080295667,15.4809335106723,NA,"S4D","rep03","revised_kappa_collapsed"
"r_mean",15,13.3158204587267,-1.68417954127329,2.14372358405862,1,2965.86519240138,25.4185787952176,NA,"S4D","rep03","revised_kappa_collapsed"
"beta0",-1.63172232835732,-1.65335719424668,-0.0216348658893593,0.028086481034411,1,2581.96992352403,21.7801371905544,NA,"S4D","rep04","revised_kappa_collapsed"
"beta1",0.5,0.508573481461621,0.00857348146162085,0.0220109821230746,1,1463.13516260619,12.342236940697,NA,"S4D","rep04","revised_kappa_collapsed"
"beta2",-0.4,-0.431159121617993,-0.0311591216179928,0.0365109993539329,1,1860.14611740504,15.6912120712323,NA,"S4D","rep04","revised_kappa_collapsed"
"r_mean",15,15.0267552726864,0.0267552726864224,1.59746430854124,1,2599.72773535969,21.9299327301775,NA,"S4D","rep04","revised_kappa_collapsed"
"beta0",-1.70345106821141,-1.68445212368353,0.0189989445278802,0.0253250754272561,1,3422.48643808971,28.5757285949942,NA,"S4D","rep05","revised_kappa_collapsed"
"beta1",0.5,0.511885862090935,0.0118858620909346,0.0219048969026021,1,1500.47934171567,12.5281111282343,NA,"S4D","rep05","revised_kappa_collapsed"
"beta2",-0.4,-0.39455535889481,0.00544464110518983,0.0182234982244745,1,1810.84657372379,15.1194931386752,NA,"S4D","rep05","revised_kappa_collapsed"
"r_mean",15,18.5823440967628,3.58234409676284,4.18342726304868,1,2361.67554700111,19.7185878399584,NA,"S4D","rep05","revised_kappa_collapsed"
"beta0",-1.72461652830535,-1.70551585182396,0.0191006764813944,0.0271077335255528,1,3257.17804435693,27.7669818962424,NA,"S4D","rep06","revised_kappa_collapsed"
"beta1",0.5,0.525491958537676,0.0254919585376756,0.0339360269537085,1,1031.05107708407,8.7895645253703,NA,"S4D","rep06","revised_kappa_collapsed"
"beta2",-0.4,-0.398929767415534,0.00107023258446592,0.0197577364896498,1,1669.45564827741,14.2318731524701,NA,"S4D","rep06","revised_kappa_collapsed"
"r_mean",15,13.9916409458621,-1.00835905413788,1.79043596787031,1,2682.92334792814,22.8715418734915,NA,"S4D","rep06","revised_kappa_collapsed"
"beta0",-2.1018943609622,-2.10392275295112,-0.0020283919889259,0.0273641565027105,1,3538.69789523475,29.6795931832199,NA,"S4D","rep07","revised_kappa_collapsed"
"beta1",0.5,0.53114179467501,0.0311417946750103,0.0379492591906783,1,1338.54748836552,11.2265997514529,NA,"S4D","rep07","revised_kappa_collapsed"
"beta2",-0.4,-0.395969086056655,0.00403091394334493,0.0204266776864231,1,1619.16916435948,13.5802160895726,NA,"S4D","rep07","revised_kappa_collapsed"
"r_mean",15,15.4416801861197,0.441680186119717,2.07113570521959,1,2656.1396791413,22.2774442601838,NA,"S4D","rep07","revised_kappa_collapsed"
"beta0",-1.88232533320233,-1.89514076692636,-0.0128154337240363,0.022821199051339,1,3545.04287572931,29.7163599427194,NA,"S4D","rep08","revised_kappa_collapsed"
"beta1",0.5,0.539286555855199,0.0392865558551989,0.0445896049270553,1,1591.2606584895,13.3387595433904,NA,"S4D","rep08","revised_kappa_collapsed"
"beta2",-0.4,-0.380399023130937,0.0196009768690635,0.0274421636492459,1,1502.22812823267,12.5924434032284,NA,"S4D","rep08","revised_kappa_collapsed"
"r_mean",15,16.0278709839556,1.02787098395557,2.17901906415541,1,2730.17215935055,22.8856974194315,NA,"S4D","rep08","revised_kappa_collapsed"
"beta0",-1.92197728162427,-1.88590268030152,0.0360746013227486,0.0415036914233488,1,3364.45401600163,28.497590364264,NA,"S4D","rep09","revised_kappa_collapsed"
"beta1",0.5,0.459007192473072,-0.0409928075269282,0.046689332734753,1,1571.09563740346,13.3074905125362,NA,"S4D","rep09","revised_kappa_collapsed"
"beta2",-0.4,-0.423214582250394,-0.0232145822503938,0.0311103492286976,1,1570.73963971365,13.3044751417549,NA,"S4D","rep09","revised_kappa_collapsed"
"r_mean",15,14.5056852483973,-0.494314751602669,1.79447997355761,1,2683.57438932022,22.7304053778574,NA,"S4D","rep09","revised_kappa_collapsed"
"beta0",-1.50644081119884,-1.49988371157702,0.00655709962181517,0.0184456296802159,1,3597.23323426727,30.4793448193634,NA,"S4D","rep10","revised_kappa_collapsed"
"beta1",0.5,0.492591987112514,-0.00740801288748627,0.0203637377293193,1,1283.32446360303,10.8736037654363,NA,"S4D","rep10","revised_kappa_collapsed"
"beta2",-0.4,-0.382300654352565,0.0176993456474351,0.0254864524069911,1,1849.89186401359,15.6741274001073,NA,"S4D","rep10","revised_kappa_collapsed"
"r_mean",15,15.4677067701584,0.467706770158424,1.54888992520631,1,3038.03495737481,25.7412597429113,NA,"S4D","rep10","revised_kappa_collapsed"
"beta0",-1.99632149193617,-1.99780409313584,-0.00148260119967469,0.0112723008794688,1,801.506411015284,22.9460753224957,NA,"S4E","rep01","revised_kappa_collapsed"
"beta1",0.5,0.495477657819795,-0.00452234218020459,0.01243277875412,1,304.640687958371,8.72146258111017,NA,"S4E","rep01","revised_kappa_collapsed"
"beta2",-0.4,-0.403029266488381,-0.00302926648838092,0.012697778682522,1,234.152647459693,6.7034826069151,NA,"S4E","rep01","revised_kappa_collapsed"
"r_mean",15,14.7987808281324,-0.201219171867619,1.20197320555012,1,631.224644142606,18.0711320968281,NA,"S4E","rep01","revised_kappa_collapsed"
"beta0",-1.33184447569743,-1.33227818266057,-0.000433706963138158,0.0087987921165493,1,3741.02673543138,16.3937034580848,NA,"S4E","rep02","revised_kappa_collapsed"
"beta1",0.5,0.496411702545565,-0.0035882974544354,0.0103266013478767,1,1623.5728878718,7.11472393775542,NA,"S4E","rep02","revised_kappa_collapsed"
"beta2",-0.4,-0.381788639214316,0.0182113607856844,0.0215329897806833,1,914.68562016491,4.00828058039227,NA,"S4E","rep02","revised_kappa_collapsed"
"r_mean",15,16.0297959567869,1.0297959567869,1.3438683177233,1,2374.28297514526,10.4044407519109,NA,"S4E","rep02","revised_kappa_collapsed"
"beta0",-1.43851204127288,-1.44024268814869,-0.00173064687580515,0.00916908643863127,1,4000,17.4821354428449,NA,"S4E","rep03","revised_kappa_collapsed"
"beta1",0.5,0.497522096457344,-0.00247790354265559,0.0103319883259761,1,1581.00000363237,6.90981404965985,NA,"S4E","rep03","revised_kappa_collapsed"
"beta2",-0.4,-0.396957096153937,0.00304290384606282,0.0126097446932136,1,510.36019720217,2.23054652303134,NA,"S4E","rep03","revised_kappa_collapsed"
"r_mean",15,15.6434476217247,0.643447621724679,1.05683512884256,1,2694.21416196144,11.7751542228602,NA,"S4E","rep03","revised_kappa_collapsed"
"beta0",-1.88130591428129,-1.88976474767785,-0.00845883339656006,0.0133005645079429,1,3613.80518177143,16.1125584937529,NA,"S4E","rep04","revised_kappa_collapsed"
"beta1",0.5,0.49689589674815,-0.00310410325185034,0.0112143511699492,1,1542.86258047525,6.87902704360624,NA,"S4E","rep04","revised_kappa_collapsed"
"beta2",-0.4,-0.387317480125116,0.0126825198748845,0.0174762262822901,1,1361.48154223129,6.0703192020477,NA,"S4E","rep04","revised_kappa_collapsed"
"r_mean",15,15.1847055649943,0.18470556499431,1.04415249178173,1,2510.55014045434,11.1935713063927,NA,"S4E","rep04","revised_kappa_collapsed"
"beta0",-1.38547448133322,-1.38099829821734,0.00447618311588416,0.0101105251270234,1,3647.04637457788,16.3051868995855,NA,"S4E","rep05","revised_kappa_collapsed"
"beta1",0.5,0.506518097894061,0.00651809789406144,0.0118645140352911,1,1613.6962632008,7.21450085034828,NA,"S4E","rep05","revised_kappa_collapsed"
"beta2",-0.4,-0.397618205507102,0.00238179449289805,0.0116666665512632,1,891.111079437243,3.98397256470241,NA,"S4E","rep05","revised_kappa_collapsed"
"r_mean",15,15.4539923418424,0.453992341842412,0.93134321859364,1,2538.43953002746,11.3488359399281,NA,"S4E","rep05","revised_kappa_collapsed"
"beta0",-1.52084679461396,-1.52751868522126,-0.00667189060730489,0.0115145508944463,1,3740.71378563611,16.7318837473884,NA,"S4E","rep06","revised_kappa_collapsed"
"beta1",0.5,0.471238363376657,-0.0287616366233429,0.0305765987745076,0,1701.72667239038,7.61167372964997,NA,"S4E","rep06","revised_kappa_collapsed"
"beta2",-0.4,-0.393272280487929,0.00672771951207107,0.0139636694231124,1,1062.55170854822,4.75270033523682,NA,"S4E","rep06","revised_kappa_collapsed"
"r_mean",15,14.7306031989595,-0.269396801040513,0.906694456835534,1,2315.87384177815,10.3587000007969,NA,"S4E","rep06","revised_kappa_collapsed"
"beta0",-1.4686767948915,-1.45220449604395,0.0164722988475474,0.018959075338547,1,3736.56876046433,16.6324753976735,NA,"S4E","rep07","revised_kappa_collapsed"
"beta1",0.5,0.491306498991524,-0.00869350100847577,0.0136433188486745,1,1359.24737600567,6.05037669317698,NA,"S4E","rep07","revised_kappa_collapsed"
"beta2",-0.4,-0.410231512326992,-0.0102315123269922,0.0159734843514068,1,805.296240248878,3.5845907736257,NA,"S4E","rep07","revised_kappa_collapsed"
"r_mean",15,16.1220723585619,1.12207235856192,1.440791153233,1,2874.18348353362,12.7937659234543,NA,"S4E","rep07","revised_kappa_collapsed"
"beta0",-1.63654057040218,-1.63647567156982,6.48988323581623e-05,0.00975770156979655,1,3878.49177832049,17.1523605975613,NA,"S4E","rep08","revised_kappa_collapsed"
"beta1",0.5,0.516632791219903,0.0166327912199034,0.019615942343429,1,1549.40483228423,6.85213529225307,NA,"S4E","rep08","revised_kappa_collapsed"
"beta2",-0.4,-0.39451669468315,0.00548330531684976,0.0136691525107799,1,1118.05751247999,4.94453171979484,NA,"S4E","rep08","revised_kappa_collapsed"
"r_mean",15,14.6933318439914,-0.306668156008643,0.9802180674518,1,1868.77706027824,8.26453679585298,NA,"S4E","rep08","revised_kappa_collapsed"
"beta0",-1.49566118427602,-1.50168677287748,-0.00602558860145219,0.0111395412650986,1,3513.63326862758,15.4793107535059,NA,"S4E","rep09","revised_kappa_collapsed"
"beta1",0.5,0.503389467739722,0.00338946773972182,0.0103310474165757,1,1546.28556185799,6.81216077368499,NA,"S4E","rep09","revised_kappa_collapsed"
"beta2",-0.4,-0.399138943990582,0.000861056009417938,0.0122530180944824,1,899.753095699377,3.96386210653103,NA,"S4E","rep09","revised_kappa_collapsed"
"r_mean",15,14.7722637525131,-0.227736247486861,0.837951766316409,1,2357.31635389619,10.3851567868759,NA,"S4E","rep09","revised_kappa_collapsed"
"beta0",-1.49351908244808,-1.50032388897337,-0.00680480652528281,0.0114665040379752,1,3723.28840616009,16.2389749092154,NA,"S4E","rep10","revised_kappa_collapsed"
"beta1",0.5,0.506478664321354,0.00647866432135391,0.0122224337714121,1,1506.94977311154,6.57250174725087,NA,"S4E","rep10","revised_kappa_collapsed"
"beta2",-0.4,-0.412655432916062,-0.0126554329160621,0.0175172509151392,1,787.801052004423,3.43596308461828,NA,"S4E","rep10","revised_kappa_collapsed"
"r_mean",15,15.432163084001,0.432163084000962,0.948199034045073,1,2526.84721210765,11.0207440307198,NA,"S4E","rep10","revised_kappa_collapsed"
